"exp","sample","dpi","synID","comID","syncom","strain","taxa","channel","cfu","cfu_log"
"e1","3","14dpi","S2","Com06","S2.06","smfr1","Sphingomonas","C0",4060000,6.60852603357719
"e1","4","14dpi","S2","Com06","S2.06","smfr1","Sphingomonas","C0",25300000,7.40312052117582
"e2","1","14dpi","S2","Com06","S2.06","smfr1","Sphingomonas","C1",4.9e+08,8.69019608002851
"e2","2","14dpi","S2","Com06","S2.06","smfr1","Sphingomonas","C1",329000000,8.51719589794997
"e2","3","14dpi","S2","Com06","S2.06","smfr1","Sphingomonas","C1",2.1e+08,8.32221929473392
"e2","4","14dpi","S2","Com06","S2.06","smfr1","Sphingomonas","C1",90200000,7.95520653754194
"e1","1","07dpi","S2","Com08","S2.08","smfr1","Sphingomonas","C1",105000000,8.02118929906994
"e1","2","07dpi","S2","Com08","S2.08","smfr1","Sphingomonas","C1",86800000,7.93851972517649
"e1","3","07dpi","S2","Com08","S2.08","smfr1","Sphingomonas","C1",48600000,7.68663626926229
"e1","4","07dpi","S2","Com08","S2.08","smfr1","Sphingomonas","C1",47200000,7.67394199863409
"e2","1","07dpi","S2","Com08","S2.08","smfr1","Sphingomonas","C1",52400000,7.71933128698373
"e2","2","07dpi","S2","Com08","S2.08","smfr1","Sphingomonas","C1",76200000,7.8819549713396
"e2","3","07dpi","S2","Com08","S2.08","smfr1","Sphingomonas","C1",104000000,8.01703333929878
"e2","4","07dpi","S2","Com08","S2.08","smfr1","Sphingomonas","C1",89700000,7.95279244304409
"e1","1","14dpi","S2","Com08","S2.08","smfr1","Sphingomonas","C1",107000000,8.02938377768521
"e1","2","14dpi","S2","Com08","S2.08","smfr1","Sphingomonas","C1",121000000,8.08278537031645
"e1","3","14dpi","S2","Com08","S2.08","smfr1","Sphingomonas","C1",31000000,7.49136169383427
"e1","4","14dpi","S2","Com08","S2.08","smfr1","Sphingomonas","C1",59200000,7.77232170672292
"e1","1","07dpi","S2","Com09","S2.09","smfr1","Sphingomonas","C1",28100000,7.44870631990508
"e1","2","07dpi","S2","Com09","S2.09","smfr1","Sphingomonas","C1",30600000,7.48572142648158
"e1","3","07dpi","S2","Com09","S2.09","smfr1","Sphingomonas","C1",43300000,7.63648789635337
"e1","4","07dpi","S2","Com09","S2.09","smfr1","Sphingomonas","C1",47600000,7.67760695272049
"e2","1","07dpi","S2","Com09","S2.09","smfr1","Sphingomonas","C1",49400000,7.69372694892365
"e2","2","07dpi","S2","Com09","S2.09","smfr1","Sphingomonas","C1",43900000,7.64246452024212
"e2","3","07dpi","S2","Com09","S2.09","smfr1","Sphingomonas","C1",40700000,7.60959440922522
"e2","4","07dpi","S2","Com09","S2.09","smfr1","Sphingomonas","C1",50700000,7.70500795933334
"e1","1","14dpi","S2","Com09","S2.09","smfr1","Sphingomonas","C1",93900000,7.97266559226611
"e1","2","14dpi","S2","Com09","S2.09","smfr1","Sphingomonas","C1",142000000,8.15228834438306
"e1","3","14dpi","S2","Com09","S2.09","smfr1","Sphingomonas","C1",187000000,8.2718416065365
"e1","4","14dpi","S2","Com09","S2.09","smfr1","Sphingomonas","C1",26700000,7.42651126136457
"e1","1","07dpi","C","Com10","C.10","smfr1","Sphingomonas","C0",41300000,7.6159500516564
"e1","2","07dpi","C","Com10","C.10","smfr1","Sphingomonas","C0",54100000,7.73319726510657
"e1","3","07dpi","C","Com10","C.10","smfr1","Sphingomonas","C0",23800000,7.37657695705651
"e1","4","07dpi","C","Com10","C.10","smfr1","Sphingomonas","C0",41800000,7.62117628177504
"e2","1","07dpi","C","Com10","C.10","smfr1","Sphingomonas","C0",1200000,6.07918124604763
"e2","2","07dpi","C","Com10","C.10","smfr1","Sphingomonas","C0",1800000,6.25527250510331
"e2","3","07dpi","C","Com10","C.10","smfr1","Sphingomonas","C0",2400000,6.38021124171161
"e2","4","07dpi","C","Com10","C.10","smfr1","Sphingomonas","C0",3200000,6.50514997831991
"e1","1","07dpi","C","Com10","C.10","smfr1","Sphingomonas","C1",9710000,6.987219229908
"e1","2","07dpi","C","Com10","C.10","smfr1","Sphingomonas","C1",8730000,6.94101424370557
"e1","3","07dpi","C","Com10","C.10","smfr1","Sphingomonas","C1",3520000,6.54654266347813
"e1","4","07dpi","C","Com10","C.10","smfr1","Sphingomonas","C1",3320000,6.52113808370404
"e2","1","07dpi","C","Com10","C.10","smfr1","Sphingomonas","C1",2600000,6.41497334797082
"e2","2","07dpi","C","Com10","C.10","smfr1","Sphingomonas","C1",2200000,6.34242268082221
"e2","3","07dpi","C","Com10","C.10","smfr1","Sphingomonas","C1",3e+06,6.47712125471966
"e2","4","07dpi","C","Com10","C.10","smfr1","Sphingomonas","C1",3200000,6.50514997831991
"e1","1","14dpi","C","Com10","C.10","smfr1","Sphingomonas","C0",20500000,7.31175386105575
"e1","2","14dpi","C","Com10","C.10","smfr1","Sphingomonas","C0",47000000,7.67209785793572
"e1","3","14dpi","C","Com10","C.10","smfr1","Sphingomonas","C0",26600000,7.42488163663107
"e1","4","14dpi","C","Com10","C.10","smfr1","Sphingomonas","C0",16100000,7.20682587603185
"e2","1","14dpi","C","Com10","C.10","smfr1","Sphingomonas","C0",6200000,6.79239168949825
"e2","2","14dpi","C","Com10","C.10","smfr1","Sphingomonas","C0",12000000,7.07918124604763
"e2","3","14dpi","C","Com10","C.10","smfr1","Sphingomonas","C0",3800000,6.57978359661681
"e2","4","14dpi","C","Com10","C.10","smfr1","Sphingomonas","C0",8e+06,6.90308998699194
"e1","1","14dpi","C","Com10","C.10","smfr1","Sphingomonas","C1",796000,5.90091306773767
"e1","2","14dpi","C","Com10","C.10","smfr1","Sphingomonas","C1",1760000,6.24551266781415
"e1","3","14dpi","C","Com10","C.10","smfr1","Sphingomonas","C1",121000,5.08278537031645
"e1","4","14dpi","C","Com10","C.10","smfr1","Sphingomonas","C1",53800,4.73078227566639
"e2","1","14dpi","C","Com10","C.10","smfr1","Sphingomonas","C1",22000000,7.34242268082221
"e2","2","14dpi","C","Com10","C.10","smfr1","Sphingomonas","C1",26000000,7.41497334797082
"e2","3","14dpi","C","Com10","C.10","smfr1","Sphingomonas","C1",12000000,7.07918124604763
"e2","4","14dpi","C","Com10","C.10","smfr1","Sphingomonas","C1",14000000,7.14612803567824
"e1","1","07dpi","S2","Com11","S2.11","smfr1","Sphingomonas","C1",33700000,7.52762990087134
"e1","2","07dpi","S2","Com11","S2.11","smfr1","Sphingomonas","C1",95400000,7.9795483747041
"e1","3","07dpi","S2","Com11","S2.11","smfr1","Sphingomonas","C1",46600000,7.66838591669
"e1","4","07dpi","S2","Com11","S2.11","smfr1","Sphingomonas","C1",67700000,7.83058866868514
"e2","1","07dpi","S2","Com11","S2.11","smfr1","Sphingomonas","C1",38400000,7.58433122436753
"e2","2","07dpi","S2","Com11","S2.11","smfr1","Sphingomonas","C1",27800000,7.44404479591808
"e2","3","07dpi","S2","Com11","S2.11","smfr1","Sphingomonas","C1",15200000,7.18184358794477
"e2","4","07dpi","S2","Com11","S2.11","smfr1","Sphingomonas","C1",55200000,7.7419390777292
"e1","1","14dpi","S2","Com11","S2.11","smfr1","Sphingomonas","C1",54200000,7.73399928653839
"e1","2","14dpi","S2","Com11","S2.11","smfr1","Sphingomonas","C1",29000000,7.46239799789896
"e1","3","14dpi","S2","Com11","S2.11","smfr1","Sphingomonas","C1",26000000,7.41497334797082
"e1","4","14dpi","S2","Com11","S2.11","smfr1","Sphingomonas","C1",50700000,7.70500795933334
"e1","1","07dpi","S2","Com11","S2.11","spfa2","Sphingomonas","C0",63000000,7.79934054945358
"e1","2","07dpi","S2","Com11","S2.11","spfa2","Sphingomonas","C0",141000000,8.14921911265538
"e1","3","07dpi","S2","Com11","S2.11","spfa2","Sphingomonas","C0",59900000,7.77742682238931
"e1","4","07dpi","S2","Com11","S2.11","spfa2","Sphingomonas","C0",63900000,7.8055008581584
"e2","1","07dpi","S2","Com11","S2.11","spfa2","Sphingomonas","C0",72600000,7.86093662070009
"e2","2","07dpi","S2","Com11","S2.11","spfa2","Sphingomonas","C0",38100000,7.58092497567562
"e2","3","07dpi","S2","Com11","S2.11","spfa2","Sphingomonas","C0",25300000,7.40312052117582
"e2","4","07dpi","S2","Com11","S2.11","spfa2","Sphingomonas","C0",51400000,7.71096311899528
"e1","1","14dpi","S2","Com11","S2.11","spfa2","Sphingomonas","C0",73300000,7.86510397464113
"e1","2","14dpi","S2","Com11","S2.11","spfa2","Sphingomonas","C0",83400000,7.92116605063774
"e1","3","14dpi","S2","Com11","S2.11","spfa2","Sphingomonas","C0",47300000,7.67486114073781
"e1","4","14dpi","S2","Com11","S2.11","spfa2","Sphingomonas","C0",77600000,7.88986172125819
"e1","1","07dpi","S2","Com12","S2.12","spfa2","Sphingomonas","C1",61200000,7.78675142214556
"e1","2","07dpi","S2","Com12","S2.12","spfa2","Sphingomonas","C1",14800000,7.17026171539496
"e1","3","07dpi","S2","Com12","S2.12","spfa2","Sphingomonas","C1",30800000,7.48855071650044
"e1","4","07dpi","S2","Com12","S2.12","spfa2","Sphingomonas","C1",22100000,7.34439227368511
"e2","1","07dpi","S2","Com12","S2.12","spfa2","Sphingomonas","C1",35300000,7.54777470538782
"e2","2","07dpi","S2","Com12","S2.12","spfa2","Sphingomonas","C1",48400000,7.68484536164441
"e2","3","07dpi","S2","Com12","S2.12","spfa2","Sphingomonas","C1",38600000,7.58658730467176
"e2","4","07dpi","S2","Com12","S2.12","spfa2","Sphingomonas","C1",101000000,8.00432137378264
"e1","1","14dpi","S2","Com12","S2.12","spfa2","Sphingomonas","C1",56100000,7.74896286125616
"e1","2","14dpi","S2","Com12","S2.12","spfa2","Sphingomonas","C1",81200000,7.90955602924118
"e1","3","14dpi","S2","Com12","S2.12","spfa2","Sphingomonas","C1",61200000,7.78675142214556
"e1","4","14dpi","S2","Com12","S2.12","spfa2","Sphingomonas","C1",86300000,7.93601079571521
"e1","1","07dpi","C","Com13","C.13","spfa2","Sphingomonas","C0",20200000,7.30535136944662
"e1","2","07dpi","C","Com13","C.13","spfa2","Sphingomonas","C0",17100000,7.23299611039215
"e1","3","07dpi","C","Com13","C.13","spfa2","Sphingomonas","C0",23100000,7.36361197989214
"e1","4","07dpi","C","Com13","C.13","spfa2","Sphingomonas","C0",24400000,7.38738982633873
"e2","1","07dpi","C","Com13","C.13","spfa2","Sphingomonas","C0",35700000,7.55266821611219
"e2","2","07dpi","C","Com13","C.13","spfa2","Sphingomonas","C0",28000000,7.44715803134222
"e2","3","07dpi","C","Com13","C.13","spfa2","Sphingomonas","C0",22400000,7.35024801833416
"e2","4","07dpi","C","Com13","C.13","spfa2","Sphingomonas","C0",24400000,7.38738982633873
"e1","1","07dpi","C","Com13","C.13","spfa2","Sphingomonas","C1",26000000,7.41497334797082
"e1","2","07dpi","C","Com13","C.13","spfa2","Sphingomonas","C1",22800000,7.35793484700045
"e1","3","07dpi","C","Com13","C.13","spfa2","Sphingomonas","C1",29400000,7.46834733041216
"e1","4","07dpi","C","Com13","C.13","spfa2","Sphingomonas","C1",19000000,7.27875360095283
"e2","1","07dpi","C","Com13","C.13","spfa2","Sphingomonas","C1",43300000,7.63648789635337
"e2","2","07dpi","C","Com13","C.13","spfa2","Sphingomonas","C1",10800000,7.03342375548695
"e2","3","07dpi","C","Com13","C.13","spfa2","Sphingomonas","C1",16000000,7.20411998265593
"e2","4","07dpi","C","Com13","C.13","spfa2","Sphingomonas","C1",16300000,7.21218760440396
"e1","1","14dpi","C","Com13","C.13","spfa2","Sphingomonas","C0",57400000,7.75891189239797
"e1","2","14dpi","C","Com13","C.13","spfa2","Sphingomonas","C0",41200000,7.61489721603313
"e1","3","14dpi","C","Com13","C.13","spfa2","Sphingomonas","C0",175000000,8.2430380486863
"e1","4","14dpi","C","Com13","C.13","spfa2","Sphingomonas","C0",143000000,8.15533603746506
"e1","1","14dpi","C","Com13","C.13","spfa2","Sphingomonas","C1",37400000,7.57287160220048
"e1","2","14dpi","C","Com13","C.13","spfa2","Sphingomonas","C1",32200000,7.50785587169583
"e1","3","14dpi","C","Com13","C.13","spfa2","Sphingomonas","C1",123000000,8.0899051114394
"e1","4","14dpi","C","Com13","C.13","spfa2","Sphingomonas","C1",76400000,7.88309335857569
"e1","1","07dpi","S2","Com14","S2.14","spfa2","Sphingomonas","C1",64400000,7.80888586735981
"e1","2","07dpi","S2","Com14","S2.14","spfa2","Sphingomonas","C1",44200000,7.64542226934909
"e1","3","07dpi","S2","Com14","S2.14","spfa2","Sphingomonas","C1",18000000,7.25527250510331
"e1","4","07dpi","S2","Com14","S2.14","spfa2","Sphingomonas","C1",43900000,7.64246452024212
"e2","1","07dpi","S2","Com14","S2.14","spfa2","Sphingomonas","C1",57100000,7.75663610824585
"e2","2","07dpi","S2","Com14","S2.14","spfa2","Sphingomonas","C1",38700000,7.58771096501891
"e2","3","07dpi","S2","Com14","S2.14","spfa2","Sphingomonas","C1",53000000,7.72427586960079
"e2","4","07dpi","S2","Com14","S2.14","spfa2","Sphingomonas","C1",96300000,7.98362628712453
"e1","1","14dpi","S2","Com14","S2.14","spfa2","Sphingomonas","C1",139000000,8.1430148002541
"e1","2","14dpi","S2","Com14","S2.14","spfa2","Sphingomonas","C1",171000000,8.23299611039215
"e1","3","14dpi","S2","Com14","S2.14","spfa2","Sphingomonas","C1",1.8e+08,8.25527250510331
"e1","4","14dpi","S2","Com14","S2.14","spfa2","Sphingomonas","C1",1e+08,8
"e2","1","14dpi","S2","Com14","S2.14","spfa2","Sphingomonas","C1",73300000,7.86510397464113
"e2","2","14dpi","S2","Com14","S2.14","spfa2","Sphingomonas","C1",97900000,7.99078269180314
"e2","3","14dpi","S2","Com14","S2.14","spfa2","Sphingomonas","C1",208000000,8.31806333496276
"e2","4","14dpi","S2","Com14","S2.14","spfa2","Sphingomonas","C1",147000000,8.16731733474818
"e1","1","07dpi","S2","Com15","S2.15","spfa2","Sphingomonas","C1",30600000,7.48572142648158
"e1","2","07dpi","S2","Com15","S2.15","spfa2","Sphingomonas","C1",83400000,7.92116605063774
"e1","3","07dpi","S2","Com15","S2.15","spfa2","Sphingomonas","C1",36600000,7.56348108539441
"e1","4","07dpi","S2","Com15","S2.15","spfa2","Sphingomonas","C1",78700000,7.89597473235906
"e2","1","07dpi","S2","Com15","S2.15","spfa2","Sphingomonas","C1",36400000,7.56110138364906
"e2","2","07dpi","S2","Com15","S2.15","spfa2","Sphingomonas","C1",29100000,7.46389298898591
"e2","3","07dpi","S2","Com15","S2.15","spfa2","Sphingomonas","C1",50300000,7.70156798505593
"e2","4","07dpi","S2","Com15","S2.15","spfa2","Sphingomonas","C1",45900000,7.66181268553726
"e1","1","14dpi","S2","Com15","S2.15","spfa2","Sphingomonas","C1",2.9e+08,8.46239799789896
"e1","2","14dpi","S2","Com15","S2.15","spfa2","Sphingomonas","C1",1.1e+08,8.04139268515823
"e1","3","14dpi","S2","Com15","S2.15","spfa2","Sphingomonas","C1",161000000,8.20682587603185
"e1","4","14dpi","S2","Com15","S2.15","spfa2","Sphingomonas","C1",76000000,7.88081359228079
"e2","1","14dpi","S2","Com15","S2.15","spfa2","Sphingomonas","C1",206000000,8.31386722036915
"e2","2","14dpi","S2","Com15","S2.15","spfa2","Sphingomonas","C1",496000000,8.6954816764902
"e2","3","14dpi","S2","Com15","S2.15","spfa2","Sphingomonas","C1",145000000,8.16136800223497
"e2","4","14dpi","S2","Com15","S2.15","spfa2","Sphingomonas","C1",132000000,8.12057393120585
"e1","1","07dpi","S3","Com01","S3.01","meL85","Methylobacterium","C2",69700,4.84323277809801
"e1","1","07dpi","S3","Com01","S3.01","smfr1","Sphingomonas","C0",13900000,7.1430148002541
"e1","1","07dpi","S3","Com01","S3.01","spfa2","Sphingomonas","C1",40100000,7.60314437262018
"e1","2","07dpi","S3","Com01","S3.01","meL85","Methylobacterium","C2",190000,5.27875360095283
"e1","2","07dpi","S3","Com01","S3.01","smfr1","Sphingomonas","C0",12700000,7.10380372095596
"e1","2","07dpi","S3","Com01","S3.01","spfa2","Sphingomonas","C1",33800000,7.52891670027766
"e1","3","07dpi","S3","Com01","S3.01","meL85","Methylobacterium","C2",249000,5.39619934709574
"e1","3","07dpi","S3","Com01","S3.01","smfr1","Sphingomonas","C0",24900000,7.39619934709574
"e1","3","07dpi","S3","Com01","S3.01","spfa2","Sphingomonas","C1",22700000,7.35602585719312
"e1","4","07dpi","S3","Com01","S3.01","meL85","Methylobacterium","C2",496000,5.6954816764902
"e1","4","07dpi","S3","Com01","S3.01","smfr1","Sphingomonas","C0",8620000,6.93550726582471
"e1","4","07dpi","S3","Com01","S3.01","spfa2","Sphingomonas","C1",8620000,6.93550726582471
"e1","1","07dpi","S3","Com02","S3.02","meL92","Methylobacterium","C2",3980000,6.59988307207369
"e1","1","07dpi","S3","Com02","S3.02","smfr1","Sphingomonas","C0",16400000,7.2148438480477
"e1","1","07dpi","S3","Com02","S3.02","spfa2","Sphingomonas","C1",2570000,6.40993312333129
"e1","2","07dpi","S3","Com02","S3.02","meL92","Methylobacterium","C2",4490000,6.65224634100332
"e1","2","07dpi","S3","Com02","S3.02","smfr1","Sphingomonas","C0",21500000,7.3324384599156
"e1","2","07dpi","S3","Com02","S3.02","spfa2","Sphingomonas","C1",7810000,6.8926510338773
"e1","3","07dpi","S3","Com02","S3.02","meL92","Methylobacterium","C2",2430000,6.38560627359831
"e1","3","07dpi","S3","Com02","S3.02","smfr1","Sphingomonas","C0",8110000,6.90902085421116
"e1","3","07dpi","S3","Com02","S3.02","spfa2","Sphingomonas","C1",30400000,7.48287358360875
"e1","4","07dpi","S3","Com02","S3.02","meL92","Methylobacterium","C2",710000,5.85125834871908
"e1","4","07dpi","S3","Com02","S3.02","smfr1","Sphingomonas","C0",14200000,7.15228834438306
"e1","4","07dpi","S3","Com02","S3.02","spfa2","Sphingomonas","C1",39100000,7.59217675739587
"e1","1","07dpi","S3","Com03","S3.03","mr01","Methylobacterium","C2",3120000,6.49415459401844
"e1","1","07dpi","S3","Com03","S3.03","smfr1","Sphingomonas","C0",8320000,6.92012332629072
"e1","1","07dpi","S3","Com03","S3.03","spfa2","Sphingomonas","C1",4160000,6.61909333062674
"e1","2","07dpi","S3","Com03","S3.03","mr01","Methylobacterium","C2",4090000,6.61172330800734
"e1","2","07dpi","S3","Com03","S3.03","smfr1","Sphingomonas","C0",3220000,6.50785587169583
"e1","2","07dpi","S3","Com03","S3.03","spfa2","Sphingomonas","C1",1750000,6.2430380486863
"e1","3","07dpi","S3","Com03","S3.03","mr01","Methylobacterium","C2",1520000,6.18184358794477
"e1","3","07dpi","S3","Com03","S3.03","smfr1","Sphingomonas","C0",5410000,6.73319726510657
"e1","3","07dpi","S3","Com03","S3.03","spfa2","Sphingomonas","C1",1950000,6.29003461136252
"e1","4","07dpi","S3","Com03","S3.03","mr01","Methylobacterium","C2",3170000,6.50105926221775
"e1","4","07dpi","S3","Com03","S3.03","smfr1","Sphingomonas","C0",21800000,7.3384564936046
"e1","4","07dpi","S3","Com03","S3.03","spfa2","Sphingomonas","C1",19800000,7.29666519026153
"e1","1","07dpi","S3","Com04","S3.04","meL85","Methylobacterium","C1",923000,5.96520170102591
"e1","1","07dpi","S3","Com04","S3.04","meL92","Methylobacterium","C2",3870000,6.58771096501891
"e1","1","07dpi","S3","Com04","S3.04","smfr1","Sphingomonas","C0",16600000,7.22010808804005
"e1","2","07dpi","S3","Com04","S3.04","meL85","Methylobacterium","C1",821000,5.91434315711944
"e1","2","07dpi","S3","Com04","S3.04","meL92","Methylobacterium","C2",1230000,6.0899051114394
"e1","2","07dpi","S3","Com04","S3.04","smfr1","Sphingomonas","C0",12300000,7.0899051114394
"e1","3","07dpi","S3","Com04","S3.04","meL85","Methylobacterium","C1",1120000,6.04921802267018
"e1","3","07dpi","S3","Com04","S3.04","meL92","Methylobacterium","C2",2610000,6.41664050733828
"e1","3","07dpi","S3","Com04","S3.04","smfr1","Sphingomonas","C0",13000000,7.11394335230684
"e1","4","07dpi","S3","Com04","S3.04","meL85","Methylobacterium","C1",636000,5.80345711564841
"e1","4","07dpi","S3","Com04","S3.04","meL92","Methylobacterium","C2",1700000,6.23044892137827
"e1","4","07dpi","S3","Com04","S3.04","smfr1","Sphingomonas","C0",5090000,6.70671778233676
"e1","1","07dpi","S3","Com05","S3.05","meL85","Methylobacterium","C1",249000,5.39619934709574
"e1","1","07dpi","S3","Com05","S3.05","mr01","Methylobacterium","C2",2820000,6.45024910831936
"e1","1","07dpi","S3","Com05","S3.05","smfr1","Sphingomonas","C0",24900000,7.39619934709574
"e1","2","07dpi","S3","Com05","S3.05","meL85","Methylobacterium","C1",373000,5.57170883180869
"e1","2","07dpi","S3","Com05","S3.05","mr01","Methylobacterium","C2",2660000,6.42488163663107
"e1","2","07dpi","S3","Com05","S3.05","smfr1","Sphingomonas","C0",5590000,6.74741180788642
"e1","3","07dpi","S3","Com05","S3.05","meL85","Methylobacterium","C1",390000,5.5910646070265
"e1","3","07dpi","S3","Com05","S3.05","mr01","Methylobacterium","C2",2730000,6.43616264704076
"e1","3","07dpi","S3","Com05","S3.05","smfr1","Sphingomonas","C0",3320000,6.52113808370404
"e1","4","07dpi","S3","Com05","S3.05","meL85","Methylobacterium","C1",249000,5.39619934709574
"e1","4","07dpi","S3","Com05","S3.05","mr01","Methylobacterium","C2",3530000,6.54777470538782
"e1","4","07dpi","S3","Com05","S3.05","smfr1","Sphingomonas","C0",4360000,6.63948648926859
"e1","1","07dpi","S3","Com06","S3.06","meL92","Methylobacterium","C1",969000,5.98632377705077
"e1","1","07dpi","S3","Com06","S3.06","mr01","Methylobacterium","C2",807000,5.90687353472207
"e1","1","07dpi","S3","Com06","S3.06","smfr1","Sphingomonas","C0",4040000,6.6063813651106
"e1","2","07dpi","S3","Com06","S3.06","meL92","Methylobacterium","C1",938000,5.97220283837906
"e1","2","07dpi","S3","Com06","S3.06","mr01","Methylobacterium","C2",2630000,6.41995574848976
"e1","2","07dpi","S3","Com06","S3.06","smfr1","Sphingomonas","C0",6190000,6.79169064902012
"e1","3","07dpi","S3","Com06","S3.06","meL92","Methylobacterium","C1",1780000,6.25042000230889
"e1","3","07dpi","S3","Com06","S3.06","mr01","Methylobacterium","C2",2670000,6.42651126136457
"e1","3","07dpi","S3","Com06","S3.06","smfr1","Sphingomonas","C0",4310000,6.63447727016073
"e1","4","07dpi","S3","Com06","S3.06","meL92","Methylobacterium","C1",727000,5.86153441085904
"e1","4","07dpi","S3","Com06","S3.06","mr01","Methylobacterium","C2",4180000,6.62117628177504
"e1","4","07dpi","S3","Com06","S3.06","smfr1","Sphingomonas","C0",4e+06,6.60205999132796
"e1","1","07dpi","S3","Com07","S3.07","meL85","Methylobacterium","C0",58300,4.76566855475901
"e1","1","07dpi","S3","Com07","S3.07","meL92","Methylobacterium","C2",1940000,6.28780172993023
"e1","1","07dpi","S3","Com07","S3.07","spfa2","Sphingomonas","C1",11700000,7.06818586174616
"e1","2","07dpi","S3","Com07","S3.07","meL85","Methylobacterium","C0",64700,4.8109042806687
"e1","2","07dpi","S3","Com07","S3.07","meL92","Methylobacterium","C2",1940000,6.28780172993023
"e1","2","07dpi","S3","Com07","S3.07","spfa2","Sphingomonas","C1",12900000,7.11058971029925
"e1","3","07dpi","S3","Com07","S3.07","meL85","Methylobacterium","C0",107000,5.02938377768521
"e1","3","07dpi","S3","Com07","S3.07","meL92","Methylobacterium","C2",1340000,6.12710479836481
"e1","3","07dpi","S3","Com07","S3.07","spfa2","Sphingomonas","C1",10700000,7.02938377768521
"e1","4","07dpi","S3","Com07","S3.07","meL85","Methylobacterium","C0",189000,5.27646180417324
"e1","4","07dpi","S3","Com07","S3.07","meL92","Methylobacterium","C2",1650000,6.21748394421391
"e1","4","07dpi","S3","Com07","S3.07","spfa2","Sphingomonas","C1",14200000,7.15228834438306
"e1","1","07dpi","S3","Com08","S3.08","meL85","Methylobacterium","C0",455000,5.65801139665711
"e1","1","07dpi","S3","Com08","S3.08","mr01","Methylobacterium","C2",28400000,7.45331834004704
"e1","1","07dpi","S3","Com08","S3.08","spfa2","Sphingomonas","C1",37900000,7.57863920996807
"e1","2","07dpi","S3","Com08","S3.08","meL85","Methylobacterium","C0",172000,5.23552844690755
"e1","2","07dpi","S3","Com08","S3.08","mr01","Methylobacterium","C2",7100000,6.85125834871908
"e1","2","07dpi","S3","Com08","S3.08","spfa2","Sphingomonas","C1",23700000,7.3747483460101
"e1","3","07dpi","S3","Com08","S3.08","meL85","Methylobacterium","C0",58100,4.76417613239033
"e1","3","07dpi","S3","Com08","S3.08","mr01","Methylobacterium","C2",2620000,6.41830129131975
"e1","3","07dpi","S3","Com08","S3.08","spfa2","Sphingomonas","C1",11600000,7.06445798922692
"e1","4","07dpi","S3","Com08","S3.08","meL85","Methylobacterium","C0",83100,4.91960102378411
"e1","4","07dpi","S3","Com08","S3.08","mr01","Methylobacterium","C2",2330000,6.36735592102602
"e1","4","07dpi","S3","Com08","S3.08","spfa2","Sphingomonas","C1",11600000,7.06445798922692
"e1","1","07dpi","S3","Com09","S3.09","meL92","Methylobacterium","C0",1100000,6.04139268515823
"e1","1","07dpi","S3","Com09","S3.09","mr01","Methylobacterium","C2",2210000,6.34439227368511
"e1","1","07dpi","S3","Com09","S3.09","spfa2","Sphingomonas","C1",22100000,7.34439227368511
"e1","2","07dpi","S3","Com09","S3.09","meL92","Methylobacterium","C0",583000,5.76566855475901
"e1","2","07dpi","S3","Com09","S3.09","mr01","Methylobacterium","C2",5050000,6.70329137811866
"e1","2","07dpi","S3","Com09","S3.09","spfa2","Sphingomonas","C1",29200000,7.46538285144842
"e1","3","07dpi","S3","Com09","S3.09","meL92","Methylobacterium","C0",698000,5.84385542262316
"e1","3","07dpi","S3","Com09","S3.09","mr01","Methylobacterium","C2",2090000,6.32014628611105
"e1","3","07dpi","S3","Com09","S3.09","spfa2","Sphingomonas","C1",4190000,6.6222140229663
"e1","4","07dpi","S3","Com09","S3.09","meL92","Methylobacterium","C0",929000,5.96801571399364
"e1","4","07dpi","S3","Com09","S3.09","mr01","Methylobacterium","C2",6690000,6.82542611776782
"e1","4","07dpi","S3","Com09","S3.09","spfa2","Sphingomonas","C1",13000000,7.11394335230684
"e1","1","07dpi","S3","Com10","S3.10","meL85","Methylobacterium","C0",1170000,6.06818586174616
"e1","1","07dpi","S3","Com10","S3.10","meL92","Methylobacterium","C1",4210000,6.62428209583567
"e1","1","07dpi","S3","Com10","S3.10","mr01","Methylobacterium","C2",1640000,6.2148438480477
"e1","2","07dpi","S3","Com10","S3.10","meL85","Methylobacterium","C0",158000,5.19865708695442
"e1","2","07dpi","S3","Com10","S3.10","meL92","Methylobacterium","C1",2710000,6.4329692908744
"e1","2","07dpi","S3","Com10","S3.10","mr01","Methylobacterium","C2",3160000,6.4996870826184
"e1","3","07dpi","S3","Com10","S3.10","meL85","Methylobacterium","C0",575000,5.75966784468963
"e1","3","07dpi","S3","Com10","S3.10","meL92","Methylobacterium","C1",1010000,6.00432137378264
"e1","3","07dpi","S3","Com10","S3.10","mr01","Methylobacterium","C2",4450000,6.64836001098093
"e1","4","07dpi","S3","Com10","S3.10","meL85","Methylobacterium","C0",112000,5.04921802267018
"e1","4","07dpi","S3","Com10","S3.10","meL92","Methylobacterium","C1",7490000,6.87448181769947
"e1","4","07dpi","S3","Com10","S3.10","mr01","Methylobacterium","C2",2470000,6.39269695325967
"e1","1","14dpi","S3","Com01","S3.01","meL85","Methylobacterium","C2",2720000,6.4345689040342
"e1","1","14dpi","S3","Com01","S3.01","smfr1","Sphingomonas","C0",28800000,7.45939248775923
"e1","1","14dpi","S3","Com01","S3.01","spfa2","Sphingomonas","C1",33600000,7.52633927738984
