"exp","synID","comID","taxa","dpi","sample","cfu_total","log_total"
"e2","S2","Com02","Methylobacterium","14dpi","1",138840000,8.14251460499937
"e2","S2","Com02","Methylobacterium","14dpi","2",66880000,7.82529626443096
"e2","S2","Com02","Methylobacterium","14dpi","3",78150000,7.8929289823552
"e2","S2","Com02","Methylobacterium","14dpi","4",84610000,7.92742169505042
"e2","S2","Com03","Methylobacterium","07dpi","1",9071000,6.95765516694349
"e2","S2","Com03","Methylobacterium","07dpi","2",11190000,7.04883008652835
"e2","S2","Com03","Methylobacterium","07dpi","3",6982000,6.84397984447816
"e2","S2","Com03","Methylobacterium","07dpi","4",11095000,7.04512730656803
"e2","S2","Com03","Methylobacterium","14dpi","1",262700000,8.41946007278607
"e2","S2","Com03","Methylobacterium","14dpi","2",176390000,8.24647396022934
"e2","S2","Com03","Methylobacterium","14dpi","3",177180000,8.24841469734872
"e2","S2","Com03","Methylobacterium","14dpi","4",67560000,7.82968964089897
"e2","S2","Com05","Methylobacterium","07dpi","1",66800000,7.82477646247555
"e2","S2","Com05","Methylobacterium","07dpi","2",31100000,7.49276038902684
"e2","S2","Com05","Methylobacterium","07dpi","3",42800000,7.63144376901317
"e2","S2","Com05","Methylobacterium","07dpi","4",29700000,7.47275644931721
"e2","S2","Com05","Methylobacterium","14dpi","1",137100000,8.13703745478951
"e2","S2","Com05","Methylobacterium","14dpi","2",3.03e+08,8.48144262850231
"e2","S2","Com05","Methylobacterium","14dpi","3",253300000,8.40363518979055
"e2","S2","Com05","Methylobacterium","14dpi","4",189100000,8.27669152884504
"e2","S2","Com06","Methylobacterium","07dpi","1",4950000,6.69460519893357
"e2","S2","Com06","Methylobacterium","07dpi","2",7690000,6.88592633980143
"e2","S2","Com06","Methylobacterium","07dpi","3",12400000,7.09342168516223
"e2","S2","Com06","Methylobacterium","07dpi","4",7390000,6.86864443839483
"e2","S2","Com06","Methylobacterium","14dpi","1",3840000,6.58433122436753
"e2","S2","Com06","Methylobacterium","14dpi","2",1760000,6.24551266781415
"e2","S2","Com06","Methylobacterium","14dpi","3",3040000,6.48287358360875
"e2","S2","Com06","Methylobacterium","14dpi","4",7070000,6.8494194137969
"e2","S2","Com06","Sphingomonas","07dpi","1",2.89e+08,8.46089784275655
"e2","S2","Com06","Sphingomonas","07dpi","2",4.9e+07,7.69019608002851
"e2","S2","Com06","Sphingomonas","07dpi","3",1.19e+08,8.07554696139253
"e2","S2","Com06","Sphingomonas","07dpi","4",2.83e+08,8.45178643552429
"e2","S2","Com06","Sphingomonas","14dpi","1",4.9e+08,8.69019608002851
"e2","S2","Com06","Sphingomonas","14dpi","2",3.29e+08,8.51719589794997
"e2","S2","Com06","Sphingomonas","14dpi","3",2.1e+08,8.32221929473392
"e2","S2","Com06","Sphingomonas","14dpi","4",90200000,7.95520653754194
"e2","S2","Com08","Methylobacterium","07dpi","1",6170000,6.79028516403324
"e2","S2","Com08","Methylobacterium","07dpi","2",8310000,6.91960102378411
"e2","S2","Com08","Methylobacterium","07dpi","3",9780000,6.9903388547876
"e2","S2","Com08","Methylobacterium","07dpi","4",12500000,7.09691001300806
"e2","S2","Com08","Sphingomonas","07dpi","1",52400000,7.71933128698373
"e2","S2","Com08","Sphingomonas","07dpi","2",76200000,7.8819549713396
"e2","S2","Com08","Sphingomonas","07dpi","3",1.04e+08,8.01703333929878
"e2","S2","Com08","Sphingomonas","07dpi","4",89700000,7.95279244304409
"e2","S2","Com09","Methylobacterium","07dpi","1",59300000,7.77305469336426
"e2","S2","Com09","Methylobacterium","07dpi","2",48500000,7.68574173860226
"e2","S2","Com09","Methylobacterium","07dpi","3",1.38e+08,8.13987908640124
"e2","S2","Com09","Methylobacterium","07dpi","4",56700000,7.75358305889291
"e2","S2","Com09","Sphingomonas","07dpi","1",49400000,7.69372694892365
"e2","S2","Com09","Sphingomonas","07dpi","2",43900000,7.64246452024212
"e2","S2","Com09","Sphingomonas","07dpi","3",40700000,7.60959440922522
"e2","S2","Com09","Sphingomonas","07dpi","4",50700000,7.70500795933334
"e2","S2","Com11","Sphingomonas","07dpi","1",1.11e+08,8.04532297878666
"e2","S2","Com11","Sphingomonas","07dpi","2",65900000,7.81888541459401
"e2","S2","Com11","Sphingomonas","07dpi","3",40500000,7.60745502321467
"e2","S2","Com11","Sphingomonas","07dpi","4",106600000,8.02775720469055
"e2","S2","Com12","Methylobacterium","07dpi","1",5510000,6.74115159885179
"e2","S2","Com12","Methylobacterium","07dpi","2",9680000,6.98587535730839
"e2","S2","Com12","Methylobacterium","07dpi","3",6060000,6.78247262416629
"e2","S2","Com12","Methylobacterium","07dpi","4",1050000,6.02118929906994
"e2","S2","Com12","Sphingomonas","07dpi","1",35300000,7.54777470538782
"e2","S2","Com12","Sphingomonas","07dpi","2",48400000,7.68484536164441
"e2","S2","Com12","Sphingomonas","07dpi","3",38600000,7.58658730467176
"e2","S2","Com12","Sphingomonas","07dpi","4",1.01e+08,8.00432137378264
"e2","S2","Com14","Methylobacterium","07dpi","1",12700000,7.10380372095596
"e2","S2","Com14","Methylobacterium","07dpi","2",1.3e+07,7.11394335230684
"e2","S2","Com14","Methylobacterium","07dpi","3",22300000,7.34830486304816
"e2","S2","Com14","Methylobacterium","07dpi","4",48100000,7.68214507637383
"e2","S2","Com14","Methylobacterium","14dpi","1",1.28e+08,8.10720996964787
"e2","S2","Com14","Methylobacterium","14dpi","2",97900000,7.99078269180314
"e2","S2","Com14","Methylobacterium","14dpi","3",2.38e+08,8.37657695705651
"e2","S2","Com14","Methylobacterium","14dpi","4",91700000,7.96236933567002
"e2","S2","Com14","Sphingomonas","07dpi","1",57100000,7.75663610824585
"e2","S2","Com14","Sphingomonas","07dpi","2",38700000,7.58771096501891
"e2","S2","Com14","Sphingomonas","07dpi","3",5.3e+07,7.72427586960079
"e2","S2","Com14","Sphingomonas","07dpi","4",96300000,7.98362628712453
"e2","S2","Com14","Sphingomonas","14dpi","1",73300000,7.86510397464113
"e2","S2","Com14","Sphingomonas","14dpi","2",97900000,7.99078269180314
"e2","S2","Com14","Sphingomonas","14dpi","3",2.08e+08,8.31806333496276
"e2","S2","Com14","Sphingomonas","14dpi","4",1.47e+08,8.16731733474818
"e2","S2","Com15","Methylobacterium","07dpi","1",8500000,6.92941892571429
"e2","S2","Com15","Methylobacterium","07dpi","2",4080000,6.61066016308988
"e2","S2","Com15","Methylobacterium","07dpi","3",7770000,6.89042101880091
"e2","S2","Com15","Methylobacterium","07dpi","4",1e+07,7
"e2","S2","Com15","Methylobacterium","14dpi","1",1.32e+08,8.12057393120585
"e2","S2","Com15","Methylobacterium","14dpi","2",1.31e+08,8.11727129565576
"e2","S2","Com15","Methylobacterium","14dpi","3",1.69e+08,8.22788670461367
"e2","S2","Com15","Methylobacterium","14dpi","4",83900000,7.9237619608287
"e2","S2","Com15","Sphingomonas","07dpi","1",36400000,7.56110138364906
"e2","S2","Com15","Sphingomonas","07dpi","2",29100000,7.46389298898591
"e2","S2","Com15","Sphingomonas","07dpi","3",50300000,7.70156798505593
"e2","S2","Com15","Sphingomonas","07dpi","4",45900000,7.66181268553726
"e2","S2","Com15","Sphingomonas","14dpi","1",2.06e+08,8.31386722036915
"e2","S2","Com15","Sphingomonas","14dpi","2",4.96e+08,8.6954816764902
"e2","S2","Com15","Sphingomonas","14dpi","3",1.45e+08,8.16136800223497
"e2","S2","Com15","Sphingomonas","14dpi","4",1.32e+08,8.12057393120585
"e2","S3","Com01","Methylobacterium","07dpi","1",46300,4.66558099101795
"e2","S3","Com01","Methylobacterium","07dpi","2",18000,4.25527250510331
"e2","S3","Com01","Methylobacterium","07dpi","3",47700,4.67851837904011
"e2","S3","Com01","Methylobacterium","07dpi","4",484000,5.68484536164441
"e2","S3","Com01","Methylobacterium","14dpi","1",7050,3.8481891169914
"e2","S3","Com01","Methylobacterium","14dpi","2",9410,3.97358962342726
"e2","S3","Com01","Methylobacterium","14dpi","3",8400,3.92427928606188
"e2","S3","Com01","Methylobacterium","14dpi","4",5760,3.76042248342321
"e2","S3","Com01","Sphingomonas","07dpi","1",9260000,6.96661098668193
"e2","S3","Com01","Sphingomonas","07dpi","2",7e+06,6.84509804001426
"e2","S3","Com01","Sphingomonas","07dpi","3",12890000,7.1102529173534
"e2","S3","Com01","Sphingomonas","07dpi","4",14530000,7.16226561429802
"e2","S3","Com01","Sphingomonas","14dpi","1",13400000,7.12710479836481
"e2","S3","Com01","Sphingomonas","14dpi","2",20710000,7.31618009889345
"e2","S3","Com01","Sphingomonas","14dpi","3",22640000,7.35487642251623
"e2","S3","Com01","Sphingomonas","14dpi","4",12110000,7.08314414314305
"e2","S3","Com02","Methylobacterium","07dpi","1",2450000,6.38916608436453
"e2","S3","Com02","Methylobacterium","07dpi","2",231000,5.36361197989214
"e2","S3","Com02","Methylobacterium","07dpi","3",709000,5.85064623518307
"e2","S3","Com02","Methylobacterium","07dpi","4",914000,5.96094619573383
"e2","S3","Com02","Methylobacterium","14dpi","1",2190000,6.34044411484012
"e2","S3","Com02","Methylobacterium","14dpi","2",413000,5.6159500516564
"e2","S3","Com02","Methylobacterium","14dpi","3",1610000,6.20682587603185
"e2","S3","Com02","Methylobacterium","14dpi","4",2600000,6.41497334797082
"e2","S3","Com02","Sphingomonas","07dpi","1",4180000,6.62117628177504
"e2","S3","Com02","Sphingomonas","07dpi","2",10980000,7.04060234011407
"e2","S3","Com02","Sphingomonas","07dpi","3",5870000,6.76863810124761
"e2","S3","Com02","Sphingomonas","07dpi","4",15640000,7.19423674872383
"e2","S3","Com02","Sphingomonas","14dpi","1",47400000,7.67577834167408
"e2","S3","Com02","Sphingomonas","14dpi","2",37300000,7.57170883180869
"e2","S3","Com02","Sphingomonas","14dpi","3",18240000,7.2610248339924
"e2","S3","Com02","Sphingomonas","14dpi","4",5.1e+07,7.70757017609794
"e2","S3","Com03","Methylobacterium","07dpi","1",613000,5.78746047451842
"e2","S3","Com03","Methylobacterium","07dpi","2",3110000,6.49276038902684
"e2","S3","Com03","Methylobacterium","07dpi","3",4440000,6.64738297011462
"e2","S3","Com03","Methylobacterium","07dpi","4",2300000,6.36172783601759
"e2","S3","Com03","Methylobacterium","14dpi","1",4840000,6.68484536164441
"e2","S3","Com03","Methylobacterium","14dpi","2",3150000,6.4983105537896
"e2","S3","Com03","Methylobacterium","14dpi","3",10400000,7.01703333929878
"e2","S3","Com03","Methylobacterium","14dpi","4",4920000,6.69196510276736
"e2","S3","Com03","Sphingomonas","07dpi","1",11590000,7.0640834359636
"e2","S3","Com03","Sphingomonas","07dpi","2",2.6e+07,7.41497334797082
"e2","S3","Com03","Sphingomonas","07dpi","3",15090000,7.17868923977559
"e2","S3","Com03","Sphingomonas","07dpi","4",10050000,7.00216606175651
"e2","S3","Com03","Sphingomonas","14dpi","1",32900000,7.51719589794997
"e2","S3","Com03","Sphingomonas","14dpi","2",34300000,7.53529412004277
"e2","S3","Com03","Sphingomonas","14dpi","3",50500000,7.70329137811866
"e2","S3","Com03","Sphingomonas","14dpi","4",34400000,7.53655844257153
"e2","S3","Com04","Methylobacterium","07dpi","1",860000,5.93449845124357
"e2","S3","Com04","Methylobacterium","07dpi","2",2616000,6.41763773965223
"e2","S3","Com04","Methylobacterium","07dpi","3",641600,5.80726435527611
"e2","S3","Com04","Methylobacterium","07dpi","4",772000,5.88761730033574
"e2","S3","Com04","Methylobacterium","14dpi","1",16350000,7.2135177569963
"e2","S3","Com04","Methylobacterium","14dpi","2",18091000,7.25746257363033
"e2","S3","Com04","Methylobacterium","14dpi","3",4429000,6.64630568028476
"e2","S3","Com04","Methylobacterium","14dpi","4",17530000,7.2437819160938
"e2","S3","Com04","Sphingomonas","07dpi","1",16800000,7.22530928172586
"e2","S3","Com04","Sphingomonas","07dpi","2",27600000,7.44090908206522
"e2","S3","Com04","Sphingomonas","07dpi","3",20300000,7.30749603791321
"e2","S3","Com04","Sphingomonas","07dpi","4",21700000,7.33645973384853
"e2","S3","Com04","Sphingomonas","14dpi","1",22500000,7.35218251811136
"e2","S3","Com04","Sphingomonas","14dpi","2",15100000,7.17897694729317
"e2","S3","Com04","Sphingomonas","14dpi","3",31200000,7.49415459401844
"e2","S3","Com04","Sphingomonas","14dpi","4",11100000,7.04532297878666
"e2","S3","Com05","Methylobacterium","07dpi","1",8597000,6.93434692673826
"e2","S3","Com05","Methylobacterium","07dpi","2",3622000,6.55894844597804
"e2","S3","Com05","Methylobacterium","07dpi","3",4188000,6.6220066730068
"e2","S3","Com05","Methylobacterium","07dpi","4",4126000,6.61552922363713
"e2","S3","Com05","Methylobacterium","14dpi","1",18889000,7.27620896660486
"e2","S3","Com05","Methylobacterium","14dpi","2",2734000,6.4367985102318
"e2","S3","Com05","Methylobacterium","14dpi","3",6240000,6.79518458968242
"e2","S3","Com05","Methylobacterium","14dpi","4",7390000,6.86864443839483
"e2","S3","Com05","Sphingomonas","07dpi","1",9400000,6.9731278535997
"e2","S3","Com05","Sphingomonas","07dpi","2",17200000,7.23552844690755
"e2","S3","Com05","Sphingomonas","07dpi","3",16300000,7.21218760440396
"e2","S3","Com05","Sphingomonas","07dpi","4",3820000,6.58206336291171
"e2","S3","Com05","Sphingomonas","14dpi","1",31100000,7.49276038902684
"e2","S3","Com05","Sphingomonas","14dpi","2",17200000,7.23552844690755
"e2","S3","Com05","Sphingomonas","14dpi","3",28700000,7.45788189673399
"e2","S3","Com05","Sphingomonas","14dpi","4",27700000,7.44247976906445
"e2","S3","Com06","Methylobacterium","07dpi","1",2959000,6.47114496516063
"e2","S3","Com06","Methylobacterium","07dpi","2",1794000,6.25382243870807
"e2","S3","Com06","Methylobacterium","07dpi","3",2103000,6.32283927268632
"e2","S3","Com06","Methylobacterium","07dpi","4",4980000,6.69722934275972
"e2","S3","Com06","Methylobacterium","14dpi","1",1305000,6.1156105116743
"e2","S3","Com06","Methylobacterium","14dpi","2",2811000,6.44886084560744
"e2","S3","Com06","Methylobacterium","14dpi","3",2680000,6.42813479402879
"e2","S3","Com06","Methylobacterium","14dpi","4",2810000,6.44870631990508
"e2","S3","Com06","Sphingomonas","07dpi","1",5520000,6.7419390777292
"e2","S3","Com06","Sphingomonas","07dpi","2",21700000,7.33645973384853
"e2","S3","Com06","Sphingomonas","07dpi","3",11200000,7.04921802267018
"e2","S3","Com06","Sphingomonas","07dpi","4",10500000,7.02118929906994
"e2","S3","Com06","Sphingomonas","14dpi","1",24500000,7.38916608436453
"e2","S3","Com06","Sphingomonas","14dpi","2",17900000,7.25285303097989
"e2","S3","Com06","Sphingomonas","14dpi","3",16200000,7.20951501454263
"e2","S3","Com06","Sphingomonas","14dpi","4",13500000,7.13033376849501
"e2","S3","Com07","Methylobacterium","07dpi","1",267400,5.42716140292597
"e2","S3","Com07","Methylobacterium","07dpi","2",120100,5.07954300740291
"e2","S3","Com07","Methylobacterium","07dpi","3",119800,5.07845681805329
"e2","S3","Com07","Methylobacterium","07dpi","4",445000,5.64836001098093
"e2","S3","Com07","Methylobacterium","14dpi","1",3022000,6.48029446000301
"e2","S3","Com07","Methylobacterium","14dpi","2",2378470,6.37629767796882
"e2","S3","Com07","Methylobacterium","14dpi","3",2229250,6.3481587753139
"e2","S3","Com07","Methylobacterium","14dpi","4",1132400,6.05399986069307
"e2","S3","Com07","Sphingomonas","07dpi","1",3090000,6.48995847942483
"e2","S3","Com07","Sphingomonas","07dpi","2",8560000,6.93247376467715
"e2","S3","Com07","Sphingomonas","07dpi","3",16800000,7.22530928172586
"e2","S3","Com07","Sphingomonas","07dpi","4",1.4e+07,7.14612803567824
"e2","S3","Com07","Sphingomonas","14dpi","1",10800000,7.03342375548695
"e2","S3","Com07","Sphingomonas","14dpi","2",14400000,7.15836249209525
"e2","S3","Com07","Sphingomonas","14dpi","3",10200000,7.00860017176192
"e2","S3","Com07","Sphingomonas","14dpi","4",14900000,7.17318626841227
"e2","S3","Com08","Methylobacterium","07dpi","1",242200,5.38417413880703
"e2","S3","Com08","Methylobacterium","07dpi","2",465000,5.66745295288995
"e2","S3","Com08","Methylobacterium","07dpi","3",303600,5.48230176722344
"e2","S3","Com08","Methylobacterium","07dpi","4",359100,5.55521540512607
"e2","S3","Com08","Methylobacterium","14dpi","1",755400,5.87817698049151
"e2","S3","Com08","Methylobacterium","14dpi","2",4530800,6.65617489183855
"e2","S3","Com08","Methylobacterium","14dpi","3",707740,5.84987374172418
"e2","S3","Com08","Methylobacterium","14dpi","4",2626720,6.41941378084244
"e2","S3","Com08","Sphingomonas","07dpi","1",2220000,6.34635297445064
"e2","S3","Com08","Sphingomonas","07dpi","2",1.6e+07,7.20411998265593
"e2","S3","Com08","Sphingomonas","07dpi","3",2030000,6.30749603791321
"e2","S3","Com08","Sphingomonas","07dpi","4",10600000,7.02530586526477
"e2","S3","Com08","Sphingomonas","14dpi","1",9900000,6.99563519459755
"e2","S3","Com08","Sphingomonas","14dpi","2",31200000,7.49415459401844
"e2","S3","Com08","Sphingomonas","14dpi","3",15700000,7.19589965240923
"e2","S3","Com08","Sphingomonas","14dpi","4",13400000,7.12710479836481
"e2","S3","Com09","Methylobacterium","07dpi","1",1334000,6.12515582958053
"e2","S3","Com09","Methylobacterium","07dpi","2",942000,5.97405090279288
"e2","S3","Com09","Methylobacterium","07dpi","3",2132000,6.32878720035453
"e2","S3","Com09","Methylobacterium","07dpi","4",1860000,6.26951294421792
"e2","S3","Com09","Methylobacterium","14dpi","1",2568000,6.40959501939682
"e2","S3","Com09","Methylobacterium","14dpi","2",2730000,6.43616264704076
"e2","S3","Com09","Methylobacterium","14dpi","3",2850000,6.45484486000851
"e2","S3","Com09","Methylobacterium","14dpi","4",3851000,6.58557351862273
"e2","S3","Com09","Sphingomonas","07dpi","1",9530000,6.97909290063833
"e2","S3","Com09","Sphingomonas","07dpi","2",7030000,6.84695532501982
"e2","S3","Com09","Sphingomonas","07dpi","3",3560000,6.55144999797287
"e2","S3","Com09","Sphingomonas","07dpi","4",2850000,6.45484486000851
"e2","S3","Com09","Sphingomonas","14dpi","1",10400000,7.01703333929878
"e2","S3","Com09","Sphingomonas","14dpi","2",14700000,7.16731733474818
"e2","S3","Com09","Sphingomonas","14dpi","3",18200000,7.26007138798508
"e2","S3","Com09","Sphingomonas","14dpi","4",13500000,7.13033376849501
"e2","S3","Com10","Methylobacterium","07dpi","1",365400,5.56276854301652
"e2","S3","Com10","Methylobacterium","07dpi","2",435600,5.63908787108374
"e2","S3","Com10","Methylobacterium","07dpi","3",986000,5.99387691494121
"e2","S3","Com10","Methylobacterium","07dpi","4",187100,5.27207378750001
"e2","S3","Com10","Methylobacterium","14dpi","1",1960000,6.29225607135648
"e2","S3","Com10","Methylobacterium","14dpi","2",1286600,6.10944354706435
"e2","S3","Com10","Methylobacterium","14dpi","3",2272000,6.35640832703898
"e2","S3","Com10","Methylobacterium","14dpi","4",1594300,6.20257004609748
