"","syncom","strain","dpi","r","type","fraction"
"27562","S3.02","spfa2","07dpi",25.4,"aggregate_fraction",0.00869565217391304
"27563","S3.02","spfa2","07dpi",25.4,"regular_fraction",0.452173913043478
"27564","S3.02","spfa2","07dpi",25.4,"random_fraction",0.539130434782609
"27565","S3.02","spfa2","07dpi",25.6,"aggregate_fraction",0.00869565217391304
"27566","S3.02","spfa2","07dpi",25.6,"regular_fraction",0.460869565217391
"27567","S3.02","spfa2","07dpi",25.6,"random_fraction",0.530434782608696
"27568","S3.02","spfa2","07dpi",25.8,"aggregate_fraction",0.0173913043478261
"27569","S3.02","spfa2","07dpi",25.8,"regular_fraction",0.460869565217391
"27570","S3.02","spfa2","07dpi",25.8,"random_fraction",0.521739130434783
"27571","S3.02","spfa2","07dpi",26,"aggregate_fraction",0.0173913043478261
"27572","S3.02","spfa2","07dpi",26,"regular_fraction",0.460869565217391
"27573","S3.02","spfa2","07dpi",26,"random_fraction",0.521739130434783
"27574","S3.02","spfa2","07dpi",26.2,"aggregate_fraction",0.0173913043478261
"27575","S3.02","spfa2","07dpi",26.2,"regular_fraction",0.460869565217391
"27576","S3.02","spfa2","07dpi",26.2,"random_fraction",0.521739130434783
"27577","S3.02","spfa2","07dpi",26.4,"aggregate_fraction",0.0173913043478261
"27578","S3.02","spfa2","07dpi",26.4,"regular_fraction",0.452173913043478
"27579","S3.02","spfa2","07dpi",26.4,"random_fraction",0.530434782608696
"27580","S3.02","spfa2","07dpi",26.6,"aggregate_fraction",0.0173913043478261
"27581","S3.02","spfa2","07dpi",26.6,"regular_fraction",0.452173913043478
"27582","S3.02","spfa2","07dpi",26.6,"random_fraction",0.530434782608696
"27583","S3.02","spfa2","07dpi",26.8,"aggregate_fraction",0.0173913043478261
"27584","S3.02","spfa2","07dpi",26.8,"regular_fraction",0.460869565217391
"27585","S3.02","spfa2","07dpi",26.8,"random_fraction",0.521739130434783
"27586","S3.02","spfa2","07dpi",27,"aggregate_fraction",0.0173913043478261
"27587","S3.02","spfa2","07dpi",27,"regular_fraction",0.460869565217391
"27588","S3.02","spfa2","07dpi",27,"random_fraction",0.521739130434783
"27589","S3.02","spfa2","07dpi",27.2,"aggregate_fraction",0.00869565217391304
"27590","S3.02","spfa2","07dpi",27.2,"regular_fraction",0.460869565217391
"27591","S3.02","spfa2","07dpi",27.2,"random_fraction",0.530434782608696
"27592","S3.02","spfa2","07dpi",27.4,"aggregate_fraction",0.00869565217391304
"27593","S3.02","spfa2","07dpi",27.4,"regular_fraction",0.460869565217391
"27594","S3.02","spfa2","07dpi",27.4,"random_fraction",0.530434782608696
"27595","S3.02","spfa2","07dpi",27.6,"aggregate_fraction",0.00869565217391304
"27596","S3.02","spfa2","07dpi",27.6,"regular_fraction",0.460869565217391
"27597","S3.02","spfa2","07dpi",27.6,"random_fraction",0.530434782608696
"27598","S3.02","spfa2","07dpi",27.8,"aggregate_fraction",0.00869565217391304
"27599","S3.02","spfa2","07dpi",27.8,"regular_fraction",0.460869565217391
"27600","S3.02","spfa2","07dpi",27.8,"random_fraction",0.530434782608696
"27601","S3.02","spfa2","07dpi",28,"aggregate_fraction",0.00869565217391304
"27602","S3.02","spfa2","07dpi",28,"regular_fraction",0.460869565217391
"27603","S3.02","spfa2","07dpi",28,"random_fraction",0.530434782608696
"27604","S3.02","spfa2","07dpi",28.2,"aggregate_fraction",0.00869565217391304
"27605","S3.02","spfa2","07dpi",28.2,"regular_fraction",0.452173913043478
"27606","S3.02","spfa2","07dpi",28.2,"random_fraction",0.539130434782609
"27607","S3.02","spfa2","07dpi",28.4,"aggregate_fraction",0.00869565217391304
"27608","S3.02","spfa2","07dpi",28.4,"regular_fraction",0.452173913043478
"27609","S3.02","spfa2","07dpi",28.4,"random_fraction",0.539130434782609
"27610","S3.02","spfa2","07dpi",28.6,"aggregate_fraction",0.00869565217391304
"27611","S3.02","spfa2","07dpi",28.6,"regular_fraction",0.460869565217391
"27612","S3.02","spfa2","07dpi",28.6,"random_fraction",0.530434782608696
"27613","S3.02","spfa2","07dpi",28.8,"aggregate_fraction",0.00869565217391304
"27614","S3.02","spfa2","07dpi",28.8,"regular_fraction",0.469565217391304
"27615","S3.02","spfa2","07dpi",28.8,"random_fraction",0.521739130434783
"27616","S3.02","spfa2","07dpi",29,"aggregate_fraction",0.00869565217391304
"27617","S3.02","spfa2","07dpi",29,"regular_fraction",0.469565217391304
"27618","S3.02","spfa2","07dpi",29,"random_fraction",0.521739130434783
"27619","S3.02","spfa2","07dpi",29.2,"aggregate_fraction",0.00869565217391304
"27620","S3.02","spfa2","07dpi",29.2,"regular_fraction",0.469565217391304
"27621","S3.02","spfa2","07dpi",29.2,"random_fraction",0.521739130434783
"27622","S3.02","spfa2","07dpi",29.4,"aggregate_fraction",0.00869565217391304
"27623","S3.02","spfa2","07dpi",29.4,"regular_fraction",0.48695652173913
"27624","S3.02","spfa2","07dpi",29.4,"random_fraction",0.504347826086956
"27625","S3.02","spfa2","07dpi",29.6,"aggregate_fraction",0.00869565217391304
"27626","S3.02","spfa2","07dpi",29.6,"regular_fraction",0.48695652173913
"27627","S3.02","spfa2","07dpi",29.6,"random_fraction",0.504347826086956
"27628","S3.02","spfa2","07dpi",29.8,"aggregate_fraction",0.0173913043478261
"27629","S3.02","spfa2","07dpi",29.8,"regular_fraction",0.478260869565217
"27630","S3.02","spfa2","07dpi",29.8,"random_fraction",0.504347826086956
"27631","S3.02","spfa2","07dpi",30,"aggregate_fraction",0.0260869565217391
"27632","S3.02","spfa2","07dpi",30,"regular_fraction",0.478260869565217
"27633","S3.02","spfa2","07dpi",30,"random_fraction",0.495652173913044
"27634","S3.02","spfa2","14dpi",0,"aggregate_fraction",0
"27635","S3.02","spfa2","14dpi",0,"regular_fraction",0
"27636","S3.02","spfa2","14dpi",0,"random_fraction",0
"27637","S3.02","spfa2","14dpi",0.2,"aggregate_fraction",0
"27638","S3.02","spfa2","14dpi",0.2,"regular_fraction",0
"27639","S3.02","spfa2","14dpi",0.2,"random_fraction",1
"27640","S3.02","spfa2","14dpi",0.4,"aggregate_fraction",0
"27641","S3.02","spfa2","14dpi",0.4,"regular_fraction",0.125
"27642","S3.02","spfa2","14dpi",0.4,"random_fraction",0.875
"27643","S3.02","spfa2","14dpi",0.6,"aggregate_fraction",0.0625
"27644","S3.02","spfa2","14dpi",0.6,"regular_fraction",0.03125
"27645","S3.02","spfa2","14dpi",0.6,"random_fraction",0.90625
"27646","S3.02","spfa2","14dpi",0.8,"aggregate_fraction",0.114754098360656
"27647","S3.02","spfa2","14dpi",0.8,"regular_fraction",0.0163934426229508
"27648","S3.02","spfa2","14dpi",0.8,"random_fraction",0.868852459016393
"27649","S3.02","spfa2","14dpi",1,"aggregate_fraction",0.313725490196078
"27650","S3.02","spfa2","14dpi",1,"regular_fraction",0
"27651","S3.02","spfa2","14dpi",1,"random_fraction",0.686274509803922
"27652","S3.02","spfa2","14dpi",1.2,"aggregate_fraction",0.406779661016949
"27653","S3.02","spfa2","14dpi",1.2,"regular_fraction",0
"27654","S3.02","spfa2","14dpi",1.2,"random_fraction",0.593220338983051
"27655","S3.02","spfa2","14dpi",1.4,"aggregate_fraction",0.496
"27656","S3.02","spfa2","14dpi",1.4,"regular_fraction",0
"27657","S3.02","spfa2","14dpi",1.4,"random_fraction",0.504
"27658","S3.02","spfa2","14dpi",1.6,"aggregate_fraction",0.523809523809524
"27659","S3.02","spfa2","14dpi",1.6,"regular_fraction",0
"27660","S3.02","spfa2","14dpi",1.6,"random_fraction",0.476190476190476
"27661","S3.02","spfa2","14dpi",1.8,"aggregate_fraction",0.5546875
"27662","S3.02","spfa2","14dpi",1.8,"regular_fraction",0
"27663","S3.02","spfa2","14dpi",1.8,"random_fraction",0.4453125
"27664","S3.02","spfa2","14dpi",2,"aggregate_fraction",0.59375
"27665","S3.02","spfa2","14dpi",2,"regular_fraction",0.0078125
"27666","S3.02","spfa2","14dpi",2,"random_fraction",0.3984375
"27667","S3.02","spfa2","14dpi",2.2,"aggregate_fraction",0.609375
"27668","S3.02","spfa2","14dpi",2.2,"regular_fraction",0.0078125
"27669","S3.02","spfa2","14dpi",2.2,"random_fraction",0.3828125
"27670","S3.02","spfa2","14dpi",2.4,"aggregate_fraction",0.625
"27671","S3.02","spfa2","14dpi",2.4,"regular_fraction",0.0078125
"27672","S3.02","spfa2","14dpi",2.4,"random_fraction",0.3671875
"27673","S3.02","spfa2","14dpi",2.6,"aggregate_fraction",0.6328125
"27674","S3.02","spfa2","14dpi",2.6,"regular_fraction",0.0078125
"27675","S3.02","spfa2","14dpi",2.6,"random_fraction",0.359375
"27676","S3.02","spfa2","14dpi",2.8,"aggregate_fraction",0.609375
"27677","S3.02","spfa2","14dpi",2.8,"regular_fraction",0.0078125
"27678","S3.02","spfa2","14dpi",2.8,"random_fraction",0.3828125
"27679","S3.02","spfa2","14dpi",3,"aggregate_fraction",0.62015503875969
"27680","S3.02","spfa2","14dpi",3,"regular_fraction",0.00775193798449612
"27681","S3.02","spfa2","14dpi",3,"random_fraction",0.372093023255814
"27682","S3.02","spfa2","14dpi",3.2,"aggregate_fraction",0.607692307692308
"27683","S3.02","spfa2","14dpi",3.2,"regular_fraction",0.00769230769230769
"27684","S3.02","spfa2","14dpi",3.2,"random_fraction",0.384615384615385
"27685","S3.02","spfa2","14dpi",3.4,"aggregate_fraction",0.592307692307692
"27686","S3.02","spfa2","14dpi",3.4,"regular_fraction",0.00769230769230769
"27687","S3.02","spfa2","14dpi",3.4,"random_fraction",0.4
"27688","S3.02","spfa2","14dpi",3.6,"aggregate_fraction",0.595419847328244
"27689","S3.02","spfa2","14dpi",3.6,"regular_fraction",0.00763358778625954
"27690","S3.02","spfa2","14dpi",3.6,"random_fraction",0.396946564885496
"27691","S3.02","spfa2","14dpi",3.8,"aggregate_fraction",0.587786259541985
"27692","S3.02","spfa2","14dpi",3.8,"regular_fraction",0.00763358778625954
"27693","S3.02","spfa2","14dpi",3.8,"random_fraction",0.404580152671756
"27694","S3.02","spfa2","14dpi",4,"aggregate_fraction",0.595419847328244
"27695","S3.02","spfa2","14dpi",4,"regular_fraction",0.00763358778625954
"27696","S3.02","spfa2","14dpi",4,"random_fraction",0.396946564885496
"27697","S3.02","spfa2","14dpi",4.2,"aggregate_fraction",0.587786259541985
"27698","S3.02","spfa2","14dpi",4.2,"regular_fraction",0.00763358778625954
"27699","S3.02","spfa2","14dpi",4.2,"random_fraction",0.404580152671756
"27700","S3.02","spfa2","14dpi",4.4,"aggregate_fraction",0.572519083969466
"27701","S3.02","spfa2","14dpi",4.4,"regular_fraction",0.00763358778625954
"27702","S3.02","spfa2","14dpi",4.4,"random_fraction",0.419847328244275
"27703","S3.02","spfa2","14dpi",4.6,"aggregate_fraction",0.557251908396947
"27704","S3.02","spfa2","14dpi",4.6,"regular_fraction",0.00763358778625954
"27705","S3.02","spfa2","14dpi",4.6,"random_fraction",0.435114503816794
"27706","S3.02","spfa2","14dpi",4.8,"aggregate_fraction",0.549618320610687
"27707","S3.02","spfa2","14dpi",4.8,"regular_fraction",0.00763358778625954
"27708","S3.02","spfa2","14dpi",4.8,"random_fraction",0.442748091603053
"27709","S3.02","spfa2","14dpi",5,"aggregate_fraction",0.541984732824427
"27710","S3.02","spfa2","14dpi",5,"regular_fraction",0.00763358778625954
"27711","S3.02","spfa2","14dpi",5,"random_fraction",0.450381679389313
"27712","S3.02","spfa2","14dpi",5.2,"aggregate_fraction",0.534351145038168
"27713","S3.02","spfa2","14dpi",5.2,"regular_fraction",0.0229007633587786
"27714","S3.02","spfa2","14dpi",5.2,"random_fraction",0.442748091603053
"27715","S3.02","spfa2","14dpi",5.4,"aggregate_fraction",0.519083969465649
"27716","S3.02","spfa2","14dpi",5.4,"regular_fraction",0.0229007633587786
"27717","S3.02","spfa2","14dpi",5.4,"random_fraction",0.458015267175573
"27718","S3.02","spfa2","14dpi",5.6,"aggregate_fraction",0.541984732824427
"27719","S3.02","spfa2","14dpi",5.6,"regular_fraction",0.0305343511450382
"27720","S3.02","spfa2","14dpi",5.6,"random_fraction",0.427480916030534
"27721","S3.02","spfa2","14dpi",5.8,"aggregate_fraction",0.526717557251908
"27722","S3.02","spfa2","14dpi",5.8,"regular_fraction",0.0305343511450382
"27723","S3.02","spfa2","14dpi",5.8,"random_fraction",0.442748091603053
"27724","S3.02","spfa2","14dpi",6,"aggregate_fraction",0.519083969465649
"27725","S3.02","spfa2","14dpi",6,"regular_fraction",0.0305343511450382
"27726","S3.02","spfa2","14dpi",6,"random_fraction",0.450381679389313
"27727","S3.02","spfa2","14dpi",6.2,"aggregate_fraction",0.511450381679389
"27728","S3.02","spfa2","14dpi",6.2,"regular_fraction",0.0305343511450382
"27729","S3.02","spfa2","14dpi",6.2,"random_fraction",0.458015267175573
"27730","S3.02","spfa2","14dpi",6.4,"aggregate_fraction",0.50381679389313
"27731","S3.02","spfa2","14dpi",6.4,"regular_fraction",0.0305343511450382
"27732","S3.02","spfa2","14dpi",6.4,"random_fraction",0.465648854961832
"27733","S3.02","spfa2","14dpi",6.6,"aggregate_fraction",0.488549618320611
"27734","S3.02","spfa2","14dpi",6.6,"regular_fraction",0.0305343511450382
"27735","S3.02","spfa2","14dpi",6.6,"random_fraction",0.480916030534351
"27736","S3.02","spfa2","14dpi",6.8,"aggregate_fraction",0.488549618320611
"27737","S3.02","spfa2","14dpi",6.8,"regular_fraction",0.0305343511450382
"27738","S3.02","spfa2","14dpi",6.8,"random_fraction",0.480916030534351
"27739","S3.02","spfa2","14dpi",7,"aggregate_fraction",0.49618320610687
"27740","S3.02","spfa2","14dpi",7,"regular_fraction",0.0305343511450382
"27741","S3.02","spfa2","14dpi",7,"random_fraction",0.473282442748092
"27742","S3.02","spfa2","14dpi",7.2,"aggregate_fraction",0.442748091603053
"27743","S3.02","spfa2","14dpi",7.2,"regular_fraction",0.0305343511450382
"27744","S3.02","spfa2","14dpi",7.2,"random_fraction",0.526717557251908
"27745","S3.02","spfa2","14dpi",7.4,"aggregate_fraction",0.442748091603053
"27746","S3.02","spfa2","14dpi",7.4,"regular_fraction",0.0381679389312977
"27747","S3.02","spfa2","14dpi",7.4,"random_fraction",0.519083969465649
"27748","S3.02","spfa2","14dpi",7.6,"aggregate_fraction",0.442748091603053
"27749","S3.02","spfa2","14dpi",7.6,"regular_fraction",0.0458015267175573
"27750","S3.02","spfa2","14dpi",7.6,"random_fraction",0.511450381679389
"27751","S3.02","spfa2","14dpi",7.8,"aggregate_fraction",0.442748091603053
"27752","S3.02","spfa2","14dpi",7.8,"regular_fraction",0.0381679389312977
"27753","S3.02","spfa2","14dpi",7.8,"random_fraction",0.519083969465649
"27754","S3.02","spfa2","14dpi",8,"aggregate_fraction",0.435114503816794
"27755","S3.02","spfa2","14dpi",8,"regular_fraction",0.0534351145038168
"27756","S3.02","spfa2","14dpi",8,"random_fraction",0.511450381679389
"27757","S3.02","spfa2","14dpi",8.2,"aggregate_fraction",0.419847328244275
"27758","S3.02","spfa2","14dpi",8.2,"regular_fraction",0.0534351145038168
"27759","S3.02","spfa2","14dpi",8.2,"random_fraction",0.526717557251908
"27760","S3.02","spfa2","14dpi",8.4,"aggregate_fraction",0.427480916030534
"27761","S3.02","spfa2","14dpi",8.4,"regular_fraction",0.0534351145038168
"27762","S3.02","spfa2","14dpi",8.4,"random_fraction",0.519083969465649
"27763","S3.02","spfa2","14dpi",8.6,"aggregate_fraction",0.419847328244275
"27764","S3.02","spfa2","14dpi",8.6,"regular_fraction",0.0534351145038168
"27765","S3.02","spfa2","14dpi",8.6,"random_fraction",0.526717557251908
"27766","S3.02","spfa2","14dpi",8.8,"aggregate_fraction",0.412213740458015
"27767","S3.02","spfa2","14dpi",8.8,"regular_fraction",0.0534351145038168
"27768","S3.02","spfa2","14dpi",8.8,"random_fraction",0.534351145038168
"27769","S3.02","spfa2","14dpi",9,"aggregate_fraction",0.427480916030534
"27770","S3.02","spfa2","14dpi",9,"regular_fraction",0.0534351145038168
"27771","S3.02","spfa2","14dpi",9,"random_fraction",0.519083969465649
"27772","S3.02","spfa2","14dpi",9.2,"aggregate_fraction",0.419847328244275
"27773","S3.02","spfa2","14dpi",9.2,"regular_fraction",0.0534351145038168
"27774","S3.02","spfa2","14dpi",9.2,"random_fraction",0.526717557251908
"27775","S3.02","spfa2","14dpi",9.4,"aggregate_fraction",0.427480916030534
"27776","S3.02","spfa2","14dpi",9.4,"regular_fraction",0.0534351145038168
"27777","S3.02","spfa2","14dpi",9.4,"random_fraction",0.519083969465649
"27778","S3.02","spfa2","14dpi",9.6,"aggregate_fraction",0.404580152671756
"27779","S3.02","spfa2","14dpi",9.6,"regular_fraction",0.0687022900763359
"27780","S3.02","spfa2","14dpi",9.6,"random_fraction",0.526717557251908
"27781","S3.02","spfa2","14dpi",9.8,"aggregate_fraction",0.381679389312977
"27782","S3.02","spfa2","14dpi",9.8,"regular_fraction",0.0687022900763359
"27783","S3.02","spfa2","14dpi",9.8,"random_fraction",0.549618320610687
"27784","S3.02","spfa2","14dpi",10,"aggregate_fraction",0.374045801526718
"27785","S3.02","spfa2","14dpi",10,"regular_fraction",0.0687022900763359
"27786","S3.02","spfa2","14dpi",10,"random_fraction",0.557251908396947
"27787","S3.02","spfa2","14dpi",10.2,"aggregate_fraction",0.366412213740458
"27788","S3.02","spfa2","14dpi",10.2,"regular_fraction",0.0687022900763359
"27789","S3.02","spfa2","14dpi",10.2,"random_fraction",0.564885496183206
"27790","S3.02","spfa2","14dpi",10.4,"aggregate_fraction",0.366412213740458
"27791","S3.02","spfa2","14dpi",10.4,"regular_fraction",0.0687022900763359
"27792","S3.02","spfa2","14dpi",10.4,"random_fraction",0.564885496183206
"27793","S3.02","spfa2","14dpi",10.6,"aggregate_fraction",0.374045801526718
"27794","S3.02","spfa2","14dpi",10.6,"regular_fraction",0.0763358778625954
"27795","S3.02","spfa2","14dpi",10.6,"random_fraction",0.549618320610687
"27796","S3.02","spfa2","14dpi",10.8,"aggregate_fraction",0.374045801526718
"27797","S3.02","spfa2","14dpi",10.8,"regular_fraction",0.0763358778625954
"27798","S3.02","spfa2","14dpi",10.8,"random_fraction",0.549618320610687
"27799","S3.02","spfa2","14dpi",11,"aggregate_fraction",0.358778625954198
"27800","S3.02","spfa2","14dpi",11,"regular_fraction",0.0763358778625954
"27801","S3.02","spfa2","14dpi",11,"random_fraction",0.564885496183206
"27802","S3.02","spfa2","14dpi",11.2,"aggregate_fraction",0.33587786259542
"27803","S3.02","spfa2","14dpi",11.2,"regular_fraction",0.0763358778625954
"27804","S3.02","spfa2","14dpi",11.2,"random_fraction",0.587786259541985
"27805","S3.02","spfa2","14dpi",11.4,"aggregate_fraction",0.343511450381679
"27806","S3.02","spfa2","14dpi",11.4,"regular_fraction",0.0916030534351145
"27807","S3.02","spfa2","14dpi",11.4,"random_fraction",0.564885496183206
"27808","S3.02","spfa2","14dpi",11.6,"aggregate_fraction",0.343511450381679
"27809","S3.02","spfa2","14dpi",11.6,"regular_fraction",0.099236641221374
"27810","S3.02","spfa2","14dpi",11.6,"random_fraction",0.557251908396947
"27811","S3.02","spfa2","14dpi",11.8,"aggregate_fraction",0.320610687022901
"27812","S3.02","spfa2","14dpi",11.8,"regular_fraction",0.099236641221374
"27813","S3.02","spfa2","14dpi",11.8,"random_fraction",0.580152671755725
"27814","S3.02","spfa2","14dpi",12,"aggregate_fraction",0.297709923664122
"27815","S3.02","spfa2","14dpi",12,"regular_fraction",0.099236641221374
"27816","S3.02","spfa2","14dpi",12,"random_fraction",0.603053435114504
"27817","S3.02","spfa2","14dpi",12.2,"aggregate_fraction",0.305343511450382
"27818","S3.02","spfa2","14dpi",12.2,"regular_fraction",0.099236641221374
"27819","S3.02","spfa2","14dpi",12.2,"random_fraction",0.595419847328244
"27820","S3.02","spfa2","14dpi",12.4,"aggregate_fraction",0.290076335877863
"27821","S3.02","spfa2","14dpi",12.4,"regular_fraction",0.106870229007634
"27822","S3.02","spfa2","14dpi",12.4,"random_fraction",0.603053435114504
"27823","S3.02","spfa2","14dpi",12.6,"aggregate_fraction",0.267175572519084
"27824","S3.02","spfa2","14dpi",12.6,"regular_fraction",0.106870229007634
"27825","S3.02","spfa2","14dpi",12.6,"random_fraction",0.625954198473282
"27826","S3.02","spfa2","14dpi",12.8,"aggregate_fraction",0.221374045801527
"27827","S3.02","spfa2","14dpi",12.8,"regular_fraction",0.106870229007634
"27828","S3.02","spfa2","14dpi",12.8,"random_fraction",0.67175572519084
"27829","S3.02","spfa2","14dpi",13,"aggregate_fraction",0.221374045801527
"27830","S3.02","spfa2","14dpi",13,"regular_fraction",0.114503816793893
"27831","S3.02","spfa2","14dpi",13,"random_fraction",0.66412213740458
"27832","S3.02","spfa2","14dpi",13.2,"aggregate_fraction",0.206106870229008
"27833","S3.02","spfa2","14dpi",13.2,"regular_fraction",0.114503816793893
"27834","S3.02","spfa2","14dpi",13.2,"random_fraction",0.679389312977099
"27835","S3.02","spfa2","14dpi",13.4,"aggregate_fraction",0.183206106870229
"27836","S3.02","spfa2","14dpi",13.4,"regular_fraction",0.137404580152672
"27837","S3.02","spfa2","14dpi",13.4,"random_fraction",0.679389312977099
"27838","S3.02","spfa2","14dpi",13.6,"aggregate_fraction",0.16793893129771
"27839","S3.02","spfa2","14dpi",13.6,"regular_fraction",0.114503816793893
"27840","S3.02","spfa2","14dpi",13.6,"random_fraction",0.717557251908397
"27841","S3.02","spfa2","14dpi",13.8,"aggregate_fraction",0.145038167938931
"27842","S3.02","spfa2","14dpi",13.8,"regular_fraction",0.137404580152672
"27843","S3.02","spfa2","14dpi",13.8,"random_fraction",0.717557251908397
"27844","S3.02","spfa2","14dpi",14,"aggregate_fraction",0.129770992366412
"27845","S3.02","spfa2","14dpi",14,"regular_fraction",0.145038167938931
"27846","S3.02","spfa2","14dpi",14,"random_fraction",0.725190839694656
"27847","S3.02","spfa2","14dpi",14.2,"aggregate_fraction",0.129770992366412
"27848","S3.02","spfa2","14dpi",14.2,"regular_fraction",0.16793893129771
"27849","S3.02","spfa2","14dpi",14.2,"random_fraction",0.702290076335878
"27850","S3.02","spfa2","14dpi",14.4,"aggregate_fraction",0.106870229007634
"27851","S3.02","spfa2","14dpi",14.4,"regular_fraction",0.190839694656489
"27852","S3.02","spfa2","14dpi",14.4,"random_fraction",0.702290076335878
"27853","S3.02","spfa2","14dpi",14.6,"aggregate_fraction",0.106870229007634
"27854","S3.02","spfa2","14dpi",14.6,"regular_fraction",0.198473282442748
"27855","S3.02","spfa2","14dpi",14.6,"random_fraction",0.694656488549618
"27856","S3.02","spfa2","14dpi",14.8,"aggregate_fraction",0.0916030534351145
"27857","S3.02","spfa2","14dpi",14.8,"regular_fraction",0.206106870229008
"27858","S3.02","spfa2","14dpi",14.8,"random_fraction",0.702290076335878
"27859","S3.02","spfa2","14dpi",15,"aggregate_fraction",0.0763358778625954
"27860","S3.02","spfa2","14dpi",15,"regular_fraction",0.206106870229008
"27861","S3.02","spfa2","14dpi",15,"random_fraction",0.717557251908397
"27862","S3.02","spfa2","14dpi",15.2,"aggregate_fraction",0.0687022900763359
"27863","S3.02","spfa2","14dpi",15.2,"regular_fraction",0.206106870229008
"27864","S3.02","spfa2","14dpi",15.2,"random_fraction",0.725190839694656
"27865","S3.02","spfa2","14dpi",15.4,"aggregate_fraction",0.0534351145038168
"27866","S3.02","spfa2","14dpi",15.4,"regular_fraction",0.221374045801527
"27867","S3.02","spfa2","14dpi",15.4,"random_fraction",0.725190839694656
"27868","S3.02","spfa2","14dpi",15.6,"aggregate_fraction",0.0458015267175573
"27869","S3.02","spfa2","14dpi",15.6,"regular_fraction",0.244274809160305
"27870","S3.02","spfa2","14dpi",15.6,"random_fraction",0.709923664122137
"27871","S3.02","spfa2","14dpi",15.8,"aggregate_fraction",0.0381679389312977
"27872","S3.02","spfa2","14dpi",15.8,"regular_fraction",0.244274809160305
"27873","S3.02","spfa2","14dpi",15.8,"random_fraction",0.717557251908397
"27874","S3.02","spfa2","14dpi",16,"aggregate_fraction",0.0305343511450382
"27875","S3.02","spfa2","14dpi",16,"regular_fraction",0.236641221374046
"27876","S3.02","spfa2","14dpi",16,"random_fraction",0.732824427480916
"27877","S3.02","spfa2","14dpi",16.2,"aggregate_fraction",0.0305343511450382
"27878","S3.02","spfa2","14dpi",16.2,"regular_fraction",0.244274809160305
"27879","S3.02","spfa2","14dpi",16.2,"random_fraction",0.725190839694656
"27880","S3.02","spfa2","14dpi",16.4,"aggregate_fraction",0.0305343511450382
"27881","S3.02","spfa2","14dpi",16.4,"regular_fraction",0.274809160305344
"27882","S3.02","spfa2","14dpi",16.4,"random_fraction",0.694656488549618
"27883","S3.02","spfa2","14dpi",16.6,"aggregate_fraction",0.0305343511450382
"27884","S3.02","spfa2","14dpi",16.6,"regular_fraction",0.305343511450382
"27885","S3.02","spfa2","14dpi",16.6,"random_fraction",0.66412213740458
"27886","S3.02","spfa2","14dpi",16.8,"aggregate_fraction",0.0152671755725191
"27887","S3.02","spfa2","14dpi",16.8,"regular_fraction",0.32824427480916
"27888","S3.02","spfa2","14dpi",16.8,"random_fraction",0.656488549618321
"27889","S3.02","spfa2","14dpi",17,"aggregate_fraction",0.0152671755725191
"27890","S3.02","spfa2","14dpi",17,"regular_fraction",0.33587786259542
"27891","S3.02","spfa2","14dpi",17,"random_fraction",0.648854961832061
"27892","S3.02","spfa2","14dpi",17.2,"aggregate_fraction",0.00763358778625954
"27893","S3.02","spfa2","14dpi",17.2,"regular_fraction",0.343511450381679
"27894","S3.02","spfa2","14dpi",17.2,"random_fraction",0.648854961832061
"27895","S3.02","spfa2","14dpi",17.4,"aggregate_fraction",0
"27896","S3.02","spfa2","14dpi",17.4,"regular_fraction",0.358778625954198
"27897","S3.02","spfa2","14dpi",17.4,"random_fraction",0.641221374045801
"27898","S3.02","spfa2","14dpi",17.6,"aggregate_fraction",0
"27899","S3.02","spfa2","14dpi",17.6,"regular_fraction",0.381679389312977
"27900","S3.02","spfa2","14dpi",17.6,"random_fraction",0.618320610687023
"27901","S3.02","spfa2","14dpi",17.8,"aggregate_fraction",0
"27902","S3.02","spfa2","14dpi",17.8,"regular_fraction",0.389312977099237
"27903","S3.02","spfa2","14dpi",17.8,"random_fraction",0.610687022900763
"27904","S3.02","spfa2","14dpi",18,"aggregate_fraction",0
"27905","S3.02","spfa2","14dpi",18,"regular_fraction",0.396946564885496
"27906","S3.02","spfa2","14dpi",18,"random_fraction",0.603053435114504
"27907","S3.02","spfa2","14dpi",18.2,"aggregate_fraction",0
"27908","S3.02","spfa2","14dpi",18.2,"regular_fraction",0.412213740458015
"27909","S3.02","spfa2","14dpi",18.2,"random_fraction",0.587786259541985
"27910","S3.02","spfa2","14dpi",18.4,"aggregate_fraction",0
"27911","S3.02","spfa2","14dpi",18.4,"regular_fraction",0.450381679389313
"27912","S3.02","spfa2","14dpi",18.4,"random_fraction",0.549618320610687
"27913","S3.02","spfa2","14dpi",18.6,"aggregate_fraction",0
"27914","S3.02","spfa2","14dpi",18.6,"regular_fraction",0.458015267175573
"27915","S3.02","spfa2","14dpi",18.6,"random_fraction",0.541984732824427
"27916","S3.02","spfa2","14dpi",18.8,"aggregate_fraction",0
"27917","S3.02","spfa2","14dpi",18.8,"regular_fraction",0.458015267175573
"27918","S3.02","spfa2","14dpi",18.8,"random_fraction",0.541984732824427
"27919","S3.02","spfa2","14dpi",19,"aggregate_fraction",0
"27920","S3.02","spfa2","14dpi",19,"regular_fraction",0.458015267175573
"27921","S3.02","spfa2","14dpi",19,"random_fraction",0.541984732824427
"27922","S3.02","spfa2","14dpi",19.2,"aggregate_fraction",0
"27923","S3.02","spfa2","14dpi",19.2,"regular_fraction",0.450381679389313
