"","syncom","strain","dpi","r","type","fraction"
"12343","S2.08","meL85","14dpi",7.4,"aggregate_fraction",0.629107981220657
"12344","S2.08","meL85","14dpi",7.4,"regular_fraction",0.0657276995305164
"12345","S2.08","meL85","14dpi",7.4,"random_fraction",0.305164319248826
"12346","S2.08","meL85","14dpi",7.6,"aggregate_fraction",0.619718309859155
"12347","S2.08","meL85","14dpi",7.6,"regular_fraction",0.0657276995305164
"12348","S2.08","meL85","14dpi",7.6,"random_fraction",0.314553990610329
"12349","S2.08","meL85","14dpi",7.8,"aggregate_fraction",0.615023474178404
"12350","S2.08","meL85","14dpi",7.8,"regular_fraction",0.0657276995305164
"12351","S2.08","meL85","14dpi",7.8,"random_fraction",0.31924882629108
"12352","S2.08","meL85","14dpi",8,"aggregate_fraction",0.596244131455399
"12353","S2.08","meL85","14dpi",8,"regular_fraction",0.0704225352112676
"12354","S2.08","meL85","14dpi",8,"random_fraction",0.333333333333333
"12355","S2.08","meL85","14dpi",8.2,"aggregate_fraction",0.593457943925234
"12356","S2.08","meL85","14dpi",8.2,"regular_fraction",0.0700934579439252
"12357","S2.08","meL85","14dpi",8.2,"random_fraction",0.336448598130841
"12358","S2.08","meL85","14dpi",8.4,"aggregate_fraction",0.598130841121495
"12359","S2.08","meL85","14dpi",8.4,"regular_fraction",0.0747663551401869
"12360","S2.08","meL85","14dpi",8.4,"random_fraction",0.327102803738318
"12361","S2.08","meL85","14dpi",8.6,"aggregate_fraction",0.593457943925234
"12362","S2.08","meL85","14dpi",8.6,"regular_fraction",0.0747663551401869
"12363","S2.08","meL85","14dpi",8.6,"random_fraction",0.331775700934579
"12364","S2.08","meL85","14dpi",8.8,"aggregate_fraction",0.579439252336449
"12365","S2.08","meL85","14dpi",8.8,"regular_fraction",0.0794392523364486
"12366","S2.08","meL85","14dpi",8.8,"random_fraction",0.341121495327103
"12367","S2.08","meL85","14dpi",9,"aggregate_fraction",0.579439252336449
"12368","S2.08","meL85","14dpi",9,"regular_fraction",0.0794392523364486
"12369","S2.08","meL85","14dpi",9,"random_fraction",0.341121495327103
"12370","S2.08","meL85","14dpi",9.2,"aggregate_fraction",0.570093457943925
"12371","S2.08","meL85","14dpi",9.2,"regular_fraction",0.0841121495327103
"12372","S2.08","meL85","14dpi",9.2,"random_fraction",0.345794392523364
"12373","S2.08","meL85","14dpi",9.4,"aggregate_fraction",0.574766355140187
"12374","S2.08","meL85","14dpi",9.4,"regular_fraction",0.0841121495327103
"12375","S2.08","meL85","14dpi",9.4,"random_fraction",0.341121495327103
"12376","S2.08","meL85","14dpi",9.6,"aggregate_fraction",0.565420560747664
"12377","S2.08","meL85","14dpi",9.6,"regular_fraction",0.0841121495327103
"12378","S2.08","meL85","14dpi",9.6,"random_fraction",0.350467289719626
"12379","S2.08","meL85","14dpi",9.8,"aggregate_fraction",0.551401869158878
"12380","S2.08","meL85","14dpi",9.8,"regular_fraction",0.0841121495327103
"12381","S2.08","meL85","14dpi",9.8,"random_fraction",0.364485981308411
"12382","S2.08","meL85","14dpi",10,"aggregate_fraction",0.542056074766355
"12383","S2.08","meL85","14dpi",10,"regular_fraction",0.0934579439252336
"12384","S2.08","meL85","14dpi",10,"random_fraction",0.364485981308411
"12385","S2.08","meL85","14dpi",10.2,"aggregate_fraction",0.52803738317757
"12386","S2.08","meL85","14dpi",10.2,"regular_fraction",0.0934579439252336
"12387","S2.08","meL85","14dpi",10.2,"random_fraction",0.378504672897196
"12388","S2.08","meL85","14dpi",10.4,"aggregate_fraction",0.518691588785047
"12389","S2.08","meL85","14dpi",10.4,"regular_fraction",0.0934579439252336
"12390","S2.08","meL85","14dpi",10.4,"random_fraction",0.38785046728972
"12391","S2.08","meL85","14dpi",10.6,"aggregate_fraction",0.509345794392523
"12392","S2.08","meL85","14dpi",10.6,"regular_fraction",0.0934579439252336
"12393","S2.08","meL85","14dpi",10.6,"random_fraction",0.397196261682243
"12394","S2.08","meL85","14dpi",10.8,"aggregate_fraction",0.506976744186047
"12395","S2.08","meL85","14dpi",10.8,"regular_fraction",0.0976744186046512
"12396","S2.08","meL85","14dpi",10.8,"random_fraction",0.395348837209302
"12397","S2.08","meL85","14dpi",11,"aggregate_fraction",0.511627906976744
"12398","S2.08","meL85","14dpi",11,"regular_fraction",0.116279069767442
"12399","S2.08","meL85","14dpi",11,"random_fraction",0.372093023255814
"12400","S2.08","meL85","14dpi",11.2,"aggregate_fraction",0.516279069767442
"12401","S2.08","meL85","14dpi",11.2,"regular_fraction",0.116279069767442
"12402","S2.08","meL85","14dpi",11.2,"random_fraction",0.367441860465116
"12403","S2.08","meL85","14dpi",11.4,"aggregate_fraction",0.474418604651163
"12404","S2.08","meL85","14dpi",11.4,"regular_fraction",0.116279069767442
"12405","S2.08","meL85","14dpi",11.4,"random_fraction",0.409302325581395
"12406","S2.08","meL85","14dpi",11.6,"aggregate_fraction",0.455813953488372
"12407","S2.08","meL85","14dpi",11.6,"regular_fraction",0.125581395348837
"12408","S2.08","meL85","14dpi",11.6,"random_fraction",0.418604651162791
"12409","S2.08","meL85","14dpi",11.8,"aggregate_fraction",0.446511627906977
"12410","S2.08","meL85","14dpi",11.8,"regular_fraction",0.125581395348837
"12411","S2.08","meL85","14dpi",11.8,"random_fraction",0.427906976744186
"12412","S2.08","meL85","14dpi",12,"aggregate_fraction",0.441860465116279
"12413","S2.08","meL85","14dpi",12,"regular_fraction",0.130232558139535
"12414","S2.08","meL85","14dpi",12,"random_fraction",0.427906976744186
"12415","S2.08","meL85","14dpi",12.2,"aggregate_fraction",0.432558139534884
"12416","S2.08","meL85","14dpi",12.2,"regular_fraction",0.130232558139535
"12417","S2.08","meL85","14dpi",12.2,"random_fraction",0.437209302325581
"12418","S2.08","meL85","14dpi",12.4,"aggregate_fraction",0.427906976744186
"12419","S2.08","meL85","14dpi",12.4,"regular_fraction",0.130232558139535
"12420","S2.08","meL85","14dpi",12.4,"random_fraction",0.441860465116279
"12421","S2.08","meL85","14dpi",12.6,"aggregate_fraction",0.404651162790698
"12422","S2.08","meL85","14dpi",12.6,"regular_fraction",0.134883720930233
"12423","S2.08","meL85","14dpi",12.6,"random_fraction",0.46046511627907
"12424","S2.08","meL85","14dpi",12.8,"aggregate_fraction",0.395348837209302
"12425","S2.08","meL85","14dpi",12.8,"regular_fraction",0.153488372093023
"12426","S2.08","meL85","14dpi",12.8,"random_fraction",0.451162790697674
"12427","S2.08","meL85","14dpi",13,"aggregate_fraction",0.362790697674419
"12428","S2.08","meL85","14dpi",13,"regular_fraction",0.158139534883721
"12429","S2.08","meL85","14dpi",13,"random_fraction",0.47906976744186
"12430","S2.08","meL85","14dpi",13.2,"aggregate_fraction",0.33953488372093
"12431","S2.08","meL85","14dpi",13.2,"regular_fraction",0.158139534883721
"12432","S2.08","meL85","14dpi",13.2,"random_fraction",0.502325581395349
"12433","S2.08","meL85","14dpi",13.4,"aggregate_fraction",0.330232558139535
"12434","S2.08","meL85","14dpi",13.4,"regular_fraction",0.172093023255814
"12435","S2.08","meL85","14dpi",13.4,"random_fraction",0.497674418604651
"12436","S2.08","meL85","14dpi",13.6,"aggregate_fraction",0.311627906976744
"12437","S2.08","meL85","14dpi",13.6,"regular_fraction",0.181395348837209
"12438","S2.08","meL85","14dpi",13.6,"random_fraction",0.506976744186047
"12439","S2.08","meL85","14dpi",13.8,"aggregate_fraction",0.283720930232558
"12440","S2.08","meL85","14dpi",13.8,"regular_fraction",0.195348837209302
"12441","S2.08","meL85","14dpi",13.8,"random_fraction",0.52093023255814
"12442","S2.08","meL85","14dpi",14,"aggregate_fraction",0.241860465116279
"12443","S2.08","meL85","14dpi",14,"regular_fraction",0.223255813953488
"12444","S2.08","meL85","14dpi",14,"random_fraction",0.534883720930233
"12445","S2.08","meL85","14dpi",14.2,"aggregate_fraction",0.227906976744186
"12446","S2.08","meL85","14dpi",14.2,"regular_fraction",0.223255813953488
"12447","S2.08","meL85","14dpi",14.2,"random_fraction",0.548837209302326
"12448","S2.08","meL85","14dpi",14.4,"aggregate_fraction",0.195348837209302
"12449","S2.08","meL85","14dpi",14.4,"regular_fraction",0.241860465116279
"12450","S2.08","meL85","14dpi",14.4,"random_fraction",0.562790697674419
"12451","S2.08","meL85","14dpi",14.6,"aggregate_fraction",0.176744186046512
"12452","S2.08","meL85","14dpi",14.6,"regular_fraction",0.26046511627907
"12453","S2.08","meL85","14dpi",14.6,"random_fraction",0.562790697674419
"12454","S2.08","meL85","14dpi",14.8,"aggregate_fraction",0.167441860465116
"12455","S2.08","meL85","14dpi",14.8,"regular_fraction",0.255813953488372
"12456","S2.08","meL85","14dpi",14.8,"random_fraction",0.576744186046512
"12457","S2.08","meL85","14dpi",15,"aggregate_fraction",0.125581395348837
"12458","S2.08","meL85","14dpi",15,"regular_fraction",0.283720930232558
"12459","S2.08","meL85","14dpi",15,"random_fraction",0.590697674418605
"12460","S2.08","meL85","14dpi",15.2,"aggregate_fraction",0.0837209302325581
"12461","S2.08","meL85","14dpi",15.2,"regular_fraction",0.297674418604651
"12462","S2.08","meL85","14dpi",15.2,"random_fraction",0.618604651162791
"12463","S2.08","meL85","14dpi",15.4,"aggregate_fraction",0.0790697674418605
"12464","S2.08","meL85","14dpi",15.4,"regular_fraction",0.306976744186047
"12465","S2.08","meL85","14dpi",15.4,"random_fraction",0.613953488372093
"12466","S2.08","meL85","14dpi",15.6,"aggregate_fraction",0.0744186046511628
"12467","S2.08","meL85","14dpi",15.6,"regular_fraction",0.334883720930233
"12468","S2.08","meL85","14dpi",15.6,"random_fraction",0.590697674418605
"12469","S2.08","meL85","14dpi",15.8,"aggregate_fraction",0.0558139534883721
"12470","S2.08","meL85","14dpi",15.8,"regular_fraction",0.381395348837209
"12471","S2.08","meL85","14dpi",15.8,"random_fraction",0.562790697674419
"12472","S2.08","meL85","14dpi",16,"aggregate_fraction",0.0511627906976744
"12473","S2.08","meL85","14dpi",16,"regular_fraction",0.404651162790698
"12474","S2.08","meL85","14dpi",16,"random_fraction",0.544186046511628
"12475","S2.08","meL85","14dpi",16.2,"aggregate_fraction",0.0465116279069767
"12476","S2.08","meL85","14dpi",16.2,"regular_fraction",0.423255813953488
"12477","S2.08","meL85","14dpi",16.2,"random_fraction",0.530232558139535
"12478","S2.08","meL85","14dpi",16.4,"aggregate_fraction",0.0372093023255814
"12479","S2.08","meL85","14dpi",16.4,"regular_fraction",0.432558139534884
"12480","S2.08","meL85","14dpi",16.4,"random_fraction",0.530232558139535
"12481","S2.08","meL85","14dpi",16.6,"aggregate_fraction",0.0325581395348837
"12482","S2.08","meL85","14dpi",16.6,"regular_fraction",0.446511627906977
"12483","S2.08","meL85","14dpi",16.6,"random_fraction",0.52093023255814
"12484","S2.08","meL85","14dpi",16.8,"aggregate_fraction",0.0372093023255814
"12485","S2.08","meL85","14dpi",16.8,"regular_fraction",0.455813953488372
"12486","S2.08","meL85","14dpi",16.8,"random_fraction",0.506976744186047
"12487","S2.08","meL85","14dpi",17,"aggregate_fraction",0.027906976744186
"12488","S2.08","meL85","14dpi",17,"regular_fraction",0.47906976744186
"12489","S2.08","meL85","14dpi",17,"random_fraction",0.493023255813954
"12490","S2.08","meL85","14dpi",17.2,"aggregate_fraction",0.027906976744186
"12491","S2.08","meL85","14dpi",17.2,"regular_fraction",0.488372093023256
"12492","S2.08","meL85","14dpi",17.2,"random_fraction",0.483720930232558
"12493","S2.08","meL85","14dpi",17.4,"aggregate_fraction",0.027906976744186
"12494","S2.08","meL85","14dpi",17.4,"regular_fraction",0.511627906976744
"12495","S2.08","meL85","14dpi",17.4,"random_fraction",0.46046511627907
"12496","S2.08","meL85","14dpi",17.6,"aggregate_fraction",0.027906976744186
"12497","S2.08","meL85","14dpi",17.6,"regular_fraction",0.52093023255814
"12498","S2.08","meL85","14dpi",17.6,"random_fraction",0.451162790697674
"12499","S2.08","meL85","14dpi",17.8,"aggregate_fraction",0.0232558139534884
"12500","S2.08","meL85","14dpi",17.8,"regular_fraction",0.530232558139535
"12501","S2.08","meL85","14dpi",17.8,"random_fraction",0.446511627906977
"12502","S2.08","meL85","14dpi",18,"aggregate_fraction",0.0186046511627907
"12503","S2.08","meL85","14dpi",18,"regular_fraction",0.530232558139535
"12504","S2.08","meL85","14dpi",18,"random_fraction",0.451162790697674
"12505","S2.08","meL85","14dpi",18.2,"aggregate_fraction",0.0232558139534884
"12506","S2.08","meL85","14dpi",18.2,"regular_fraction",0.544186046511628
"12507","S2.08","meL85","14dpi",18.2,"random_fraction",0.432558139534884
"12508","S2.08","meL85","14dpi",18.4,"aggregate_fraction",0.013953488372093
"12509","S2.08","meL85","14dpi",18.4,"regular_fraction",0.548837209302326
"12510","S2.08","meL85","14dpi",18.4,"random_fraction",0.437209302325581
"12511","S2.08","meL85","14dpi",18.6,"aggregate_fraction",0.013953488372093
"12512","S2.08","meL85","14dpi",18.6,"regular_fraction",0.544186046511628
"12513","S2.08","meL85","14dpi",18.6,"random_fraction",0.441860465116279
"12514","S2.08","meL85","14dpi",18.8,"aggregate_fraction",0.00930232558139535
"12515","S2.08","meL85","14dpi",18.8,"regular_fraction",0.548837209302326
"12516","S2.08","meL85","14dpi",18.8,"random_fraction",0.441860465116279
"12517","S2.08","meL85","14dpi",19,"aggregate_fraction",0.00930232558139535
"12518","S2.08","meL85","14dpi",19,"regular_fraction",0.558139534883721
"12519","S2.08","meL85","14dpi",19,"random_fraction",0.432558139534884
"12520","S2.08","meL85","14dpi",19.2,"aggregate_fraction",0.00930232558139535
"12521","S2.08","meL85","14dpi",19.2,"regular_fraction",0.572093023255814
"12522","S2.08","meL85","14dpi",19.2,"random_fraction",0.418604651162791
"12523","S2.08","meL85","14dpi",19.4,"aggregate_fraction",0.00930232558139535
"12524","S2.08","meL85","14dpi",19.4,"regular_fraction",0.567441860465116
"12525","S2.08","meL85","14dpi",19.4,"random_fraction",0.423255813953488
"12526","S2.08","meL85","14dpi",19.6,"aggregate_fraction",0.00465116279069767
"12527","S2.08","meL85","14dpi",19.6,"regular_fraction",0.562790697674419
"12528","S2.08","meL85","14dpi",19.6,"random_fraction",0.432558139534884
"12529","S2.08","meL85","14dpi",19.8,"aggregate_fraction",0.00465116279069767
"12530","S2.08","meL85","14dpi",19.8,"regular_fraction",0.562790697674419
"12531","S2.08","meL85","14dpi",19.8,"random_fraction",0.432558139534884
"12532","S2.08","meL85","14dpi",20,"aggregate_fraction",0.00465116279069767
"12533","S2.08","meL85","14dpi",20,"regular_fraction",0.562790697674419
"12534","S2.08","meL85","14dpi",20,"random_fraction",0.432558139534884
"12535","S2.08","meL85","14dpi",20.2,"aggregate_fraction",0.00465116279069767
"12536","S2.08","meL85","14dpi",20.2,"regular_fraction",0.567441860465116
"12537","S2.08","meL85","14dpi",20.2,"random_fraction",0.427906976744186
"12538","S2.08","meL85","14dpi",20.4,"aggregate_fraction",0.00465116279069767
"12539","S2.08","meL85","14dpi",20.4,"regular_fraction",0.567441860465116
"12540","S2.08","meL85","14dpi",20.4,"random_fraction",0.427906976744186
"12541","S2.08","meL85","14dpi",20.6,"aggregate_fraction",0.00465116279069767
"12542","S2.08","meL85","14dpi",20.6,"regular_fraction",0.572093023255814
"12543","S2.08","meL85","14dpi",20.6,"random_fraction",0.423255813953488
"12544","S2.08","meL85","14dpi",20.8,"aggregate_fraction",0.00465116279069767
"12545","S2.08","meL85","14dpi",20.8,"regular_fraction",0.572093023255814
"12546","S2.08","meL85","14dpi",20.8,"random_fraction",0.423255813953488
"12547","S2.08","meL85","14dpi",21,"aggregate_fraction",0
"12548","S2.08","meL85","14dpi",21,"regular_fraction",0.572093023255814
"12549","S2.08","meL85","14dpi",21,"random_fraction",0.427906976744186
"12550","S2.08","meL85","14dpi",21.2,"aggregate_fraction",0
"12551","S2.08","meL85","14dpi",21.2,"regular_fraction",0.576744186046512
"12552","S2.08","meL85","14dpi",21.2,"random_fraction",0.423255813953488
"12553","S2.08","meL85","14dpi",21.4,"aggregate_fraction",0
"12554","S2.08","meL85","14dpi",21.4,"regular_fraction",0.572093023255814
"12555","S2.08","meL85","14dpi",21.4,"random_fraction",0.427906976744186
"12556","S2.08","meL85","14dpi",21.6,"aggregate_fraction",0
"12557","S2.08","meL85","14dpi",21.6,"regular_fraction",0.576744186046512
"12558","S2.08","meL85","14dpi",21.6,"random_fraction",0.423255813953488
"12559","S2.08","meL85","14dpi",21.8,"aggregate_fraction",0
"12560","S2.08","meL85","14dpi",21.8,"regular_fraction",0.576744186046512
"12561","S2.08","meL85","14dpi",21.8,"random_fraction",0.423255813953488
"12562","S2.08","meL85","14dpi",22,"aggregate_fraction",0.00465116279069767
"12563","S2.08","meL85","14dpi",22,"regular_fraction",0.576744186046512
"12564","S2.08","meL85","14dpi",22,"random_fraction",0.418604651162791
"12565","S2.08","meL85","14dpi",22.2,"aggregate_fraction",0
"12566","S2.08","meL85","14dpi",22.2,"regular_fraction",0.586046511627907
"12567","S2.08","meL85","14dpi",22.2,"random_fraction",0.413953488372093
"12568","S2.08","meL85","14dpi",22.4,"aggregate_fraction",0
"12569","S2.08","meL85","14dpi",22.4,"regular_fraction",0.586046511627907
"12570","S2.08","meL85","14dpi",22.4,"random_fraction",0.413953488372093
"12571","S2.08","meL85","14dpi",22.6,"aggregate_fraction",0
"12572","S2.08","meL85","14dpi",22.6,"regular_fraction",0.595348837209302
"12573","S2.08","meL85","14dpi",22.6,"random_fraction",0.404651162790698
"12574","S2.08","meL85","14dpi",22.8,"aggregate_fraction",0.00465116279069767
"12575","S2.08","meL85","14dpi",22.8,"regular_fraction",0.586046511627907
"12576","S2.08","meL85","14dpi",22.8,"random_fraction",0.409302325581395
"12577","S2.08","meL85","14dpi",23,"aggregate_fraction",0.00465116279069767
"12578","S2.08","meL85","14dpi",23,"regular_fraction",0.590697674418605
"12579","S2.08","meL85","14dpi",23,"random_fraction",0.404651162790698
"12580","S2.08","meL85","14dpi",23.2,"aggregate_fraction",0.00465116279069767
"12581","S2.08","meL85","14dpi",23.2,"regular_fraction",0.590697674418605
"12582","S2.08","meL85","14dpi",23.2,"random_fraction",0.404651162790698
"12583","S2.08","meL85","14dpi",23.4,"aggregate_fraction",0.00465116279069767
"12584","S2.08","meL85","14dpi",23.4,"regular_fraction",0.586046511627907
"12585","S2.08","meL85","14dpi",23.4,"random_fraction",0.409302325581395
"12586","S2.08","meL85","14dpi",23.6,"aggregate_fraction",0.00465116279069767
"12587","S2.08","meL85","14dpi",23.6,"regular_fraction",0.581395348837209
"12588","S2.08","meL85","14dpi",23.6,"random_fraction",0.413953488372093
"12589","S2.08","meL85","14dpi",23.8,"aggregate_fraction",0.00465116279069767
"12590","S2.08","meL85","14dpi",23.8,"regular_fraction",0.586046511627907
"12591","S2.08","meL85","14dpi",23.8,"random_fraction",0.409302325581395
"12592","S2.08","meL85","14dpi",24,"aggregate_fraction",0.00465116279069767
"12593","S2.08","meL85","14dpi",24,"regular_fraction",0.586046511627907
"12594","S2.08","meL85","14dpi",24,"random_fraction",0.409302325581395
"12595","S2.08","meL85","14dpi",24.2,"aggregate_fraction",0.00465116279069767
"12596","S2.08","meL85","14dpi",24.2,"regular_fraction",0.586046511627907
"12597","S2.08","meL85","14dpi",24.2,"random_fraction",0.409302325581395
"12598","S2.08","meL85","14dpi",24.4,"aggregate_fraction",0.00465116279069767
"12599","S2.08","meL85","14dpi",24.4,"regular_fraction",0.586046511627907
"12600","S2.08","meL85","14dpi",24.4,"random_fraction",0.409302325581395
"12601","S2.08","meL85","14dpi",24.6,"aggregate_fraction",0.00465116279069767
"12602","S2.08","meL85","14dpi",24.6,"regular_fraction",0.590697674418605
"12603","S2.08","meL85","14dpi",24.6,"random_fraction",0.404651162790698
"12604","S2.08","meL85","14dpi",24.8,"aggregate_fraction",0.00465116279069767
"12605","S2.08","meL85","14dpi",24.8,"regular_fraction",0.595348837209302
"12606","S2.08","meL85","14dpi",24.8,"random_fraction",0.4
"12607","S2.08","meL85","14dpi",25,"aggregate_fraction",0.00930232558139535
"12608","S2.08","meL85","14dpi",25,"regular_fraction",0.590697674418605
"12609","S2.08","meL85","14dpi",25,"random_fraction",0.4
"12610","S2.08","meL85","14dpi",25.2,"aggregate_fraction",0.00930232558139535
"12611","S2.08","meL85","14dpi",25.2,"regular_fraction",0.586046511627907
"12612","S2.08","meL85","14dpi",25.2,"random_fraction",0.404651162790698
"12613","S2.08","meL85","14dpi",25.4,"aggregate_fraction",0.00930232558139535
"12614","S2.08","meL85","14dpi",25.4,"regular_fraction",0.590697674418605
"12615","S2.08","meL85","14dpi",25.4,"random_fraction",0.4
"12616","S2.08","meL85","14dpi",25.6,"aggregate_fraction",0.00930232558139535
"12617","S2.08","meL85","14dpi",25.6,"regular_fraction",0.590697674418605
"12618","S2.08","meL85","14dpi",25.6,"random_fraction",0.4
"12619","S2.08","meL85","14dpi",25.8,"aggregate_fraction",0.00465116279069767
"12620","S2.08","meL85","14dpi",25.8,"regular_fraction",0.586046511627907
"12621","S2.08","meL85","14dpi",25.8,"random_fraction",0.409302325581395
"12622","S2.08","meL85","14dpi",26,"aggregate_fraction",0.00465116279069767
"12623","S2.08","meL85","14dpi",26,"regular_fraction",0.586046511627907
"12624","S2.08","meL85","14dpi",26,"random_fraction",0.409302325581395
"12625","S2.08","meL85","14dpi",26.2,"aggregate_fraction",0.00465116279069767
"12626","S2.08","meL85","14dpi",26.2,"regular_fraction",0.586046511627907
"12627","S2.08","meL85","14dpi",26.2,"random_fraction",0.409302325581395
"12628","S2.08","meL85","14dpi",26.4,"aggregate_fraction",0
"12629","S2.08","meL85","14dpi",26.4,"regular_fraction",0.581395348837209
"12630","S2.08","meL85","14dpi",26.4,"random_fraction",0.418604651162791
"12631","S2.08","meL85","14dpi",26.6,"aggregate_fraction",0
"12632","S2.08","meL85","14dpi",26.6,"regular_fraction",0.586046511627907
"12633","S2.08","meL85","14dpi",26.6,"random_fraction",0.413953488372093
"12634","S2.08","meL85","14dpi",26.8,"aggregate_fraction",0
"12635","S2.08","meL85","14dpi",26.8,"regular_fraction",0.590697674418605
"12636","S2.08","meL85","14dpi",26.8,"random_fraction",0.409302325581395
"12637","S2.08","meL85","14dpi",27,"aggregate_fraction",0
"12638","S2.08","meL85","14dpi",27,"regular_fraction",0.590697674418605
"12639","S2.08","meL85","14dpi",27,"random_fraction",0.409302325581395
"12640","S2.08","meL85","14dpi",27.2,"aggregate_fraction",0
"12641","S2.08","meL85","14dpi",27.2,"regular_fraction",0.590697674418605
"12642","S2.08","meL85","14dpi",27.2,"random_fraction",0.409302325581395
"12643","S2.08","meL85","14dpi",27.4,"aggregate_fraction",0
"12644","S2.08","meL85","14dpi",27.4,"regular_fraction",0.586046511627907
"12645","S2.08","meL85","14dpi",27.4,"random_fraction",0.413953488372093
"12646","S2.08","meL85","14dpi",27.6,"aggregate_fraction",0.00465116279069767
"12647","S2.08","meL85","14dpi",27.6,"regular_fraction",0.581395348837209
"12648","S2.08","meL85","14dpi",27.6,"random_fraction",0.413953488372093
"12649","S2.08","meL85","14dpi",27.8,"aggregate_fraction",0.00465116279069767
"12650","S2.08","meL85","14dpi",27.8,"regular_fraction",0.586046511627907
"12651","S2.08","meL85","14dpi",27.8,"random_fraction",0.409302325581395
"12652","S2.08","meL85","14dpi",28,"aggregate_fraction",0
"12653","S2.08","meL85","14dpi",28,"regular_fraction",0.581395348837209
"12654","S2.08","meL85","14dpi",28,"random_fraction",0.418604651162791
"12655","S2.08","meL85","14dpi",28.2,"aggregate_fraction",0
"12656","S2.08","meL85","14dpi",28.2,"regular_fraction",0.576744186046512
"12657","S2.08","meL85","14dpi",28.2,"random_fraction",0.423255813953488
"12658","S2.08","meL85","14dpi",28.4,"aggregate_fraction",0
"12659","S2.08","meL85","14dpi",28.4,"regular_fraction",0.576744186046512
"12660","S2.08","meL85","14dpi",28.4,"random_fraction",0.423255813953488
"12661","S2.08","meL85","14dpi",28.6,"aggregate_fraction",0
"12662","S2.08","meL85","14dpi",28.6,"regular_fraction",0.576744186046512
"12663","S2.08","meL85","14dpi",28.6,"random_fraction",0.423255813953488
"12664","S2.08","meL85","14dpi",28.8,"aggregate_fraction",0.00465116279069767
"12665","S2.08","meL85","14dpi",28.8,"regular_fraction",0.567441860465116
"12666","S2.08","meL85","14dpi",28.8,"random_fraction",0.427906976744186
"12667","S2.08","meL85","14dpi",29,"aggregate_fraction",0.00465116279069767
"12668","S2.08","meL85","14dpi",29,"regular_fraction",0.567441860465116
"12669","S2.08","meL85","14dpi",29,"random_fraction",0.427906976744186
"12670","S2.08","meL85","14dpi",29.2,"aggregate_fraction",0.00465116279069767
"12671","S2.08","meL85","14dpi",29.2,"regular_fraction",0.576744186046512
"12672","S2.08","meL85","14dpi",29.2,"random_fraction",0.418604651162791
"12673","S2.08","meL85","14dpi",29.4,"aggregate_fraction",0.00465116279069767
"12674","S2.08","meL85","14dpi",29.4,"regular_fraction",0.576744186046512
"12675","S2.08","meL85","14dpi",29.4,"random_fraction",0.418604651162791
"12676","S2.08","meL85","14dpi",29.6,"aggregate_fraction",0
"12677","S2.08","meL85","14dpi",29.6,"regular_fraction",0.576744186046512
"12678","S2.08","meL85","14dpi",29.6,"random_fraction",0.423255813953488
"12679","S2.08","meL85","14dpi",29.8,"aggregate_fraction",0
"12680","S2.08","meL85","14dpi",29.8,"regular_fraction",0.581395348837209
"12681","S2.08","meL85","14dpi",29.8,"random_fraction",0.418604651162791
"12682","S2.08","meL85","14dpi",30,"aggregate_fraction",0
"12683","S2.08","meL85","14dpi",30,"regular_fraction",0.581395348837209
"12684","S2.08","meL85","14dpi",30,"random_fraction",0.418604651162791
"12685","S2.08","smfr1","07dpi",0,"aggregate_fraction",1
"12686","S2.08","smfr1","07dpi",0,"regular_fraction",0
"12687","S2.08","smfr1","07dpi",0,"random_fraction",0
"12688","S2.08","smfr1","07dpi",0.2,"aggregate_fraction",0.5
"12689","S2.08","smfr1","07dpi",0.2,"regular_fraction",0
"12690","S2.08","smfr1","07dpi",0.2,"random_fraction",0.5
"12691","S2.08","smfr1","07dpi",0.4,"aggregate_fraction",0.2
"12692","S2.08","smfr1","07dpi",0.4,"regular_fraction",0
"12693","S2.08","smfr1","07dpi",0.4,"random_fraction",0.8
"12694","S2.08","smfr1","07dpi",0.6,"aggregate_fraction",0.0444444444444444
"12695","S2.08","smfr1","07dpi",0.6,"regular_fraction",0.111111111111111
"12696","S2.08","smfr1","07dpi",0.6,"random_fraction",0.844444444444444
"12697","S2.08","smfr1","07dpi",0.8,"aggregate_fraction",0.141666666666667
"12698","S2.08","smfr1","07dpi",0.8,"regular_fraction",0.0416666666666667
"12699","S2.08","smfr1","07dpi",0.8,"random_fraction",0.816666666666667
"12700","S2.08","smfr1","07dpi",1,"aggregate_fraction",0.4
"12701","S2.08","smfr1","07dpi",1,"regular_fraction",0
"12702","S2.08","smfr1","07dpi",1,"random_fraction",0.6
"12703","S2.08","smfr1","07dpi",1.2,"aggregate_fraction",0.4921875
"12704","S2.08","smfr1","07dpi",1.2,"regular_fraction",0
"12705","S2.08","smfr1","07dpi",1.2,"random_fraction",0.5078125
"12706","S2.08","smfr1","07dpi",1.4,"aggregate_fraction",0.564885496183206
"12707","S2.08","smfr1","07dpi",1.4,"regular_fraction",0
"12708","S2.08","smfr1","07dpi",1.4,"random_fraction",0.435114503816794
"12709","S2.08","smfr1","07dpi",1.6,"aggregate_fraction",0.565055762081784
"12710","S2.08","smfr1","07dpi",1.6,"regular_fraction",0
"12711","S2.08","smfr1","07dpi",1.6,"random_fraction",0.434944237918216
"12712","S2.08","smfr1","07dpi",1.8,"aggregate_fraction",0.571428571428571
"12713","S2.08","smfr1","07dpi",1.8,"regular_fraction",0
"12714","S2.08","smfr1","07dpi",1.8,"random_fraction",0.428571428571429
