exp,sample,dpi,synID,comID,syncom,strain,taxa,channel,cfu
e1,3,14dpi,S3,Com07,S3.07,meL92,Methylobacterium,C2,3.31E+06
e1,3,14dpi,S3,Com07,S3.07,spfa2,Sphingomonas,C1,1.77E+07
e1,4,14dpi,S3,Com07,S3.07,meL85,Methylobacterium,C0,3.40E+05
e1,4,14dpi,S3,Com07,S3.07,meL92,Methylobacterium,C2,2.27E+06
e1,4,14dpi,S3,Com07,S3.07,spfa2,Sphingomonas,C1,1.36E+07
e1,1,14dpi,S3,Com08,S3.08,meL85,Methylobacterium,C0,1.52E+05
e1,1,14dpi,S3,Com08,S3.08,mr01,Methylobacterium,C2,4.44E+06
e1,1,14dpi,S3,Com08,S3.08,spfa2,Sphingomonas,C1,2.92E+06
e1,2,14dpi,S3,Com08,S3.08,meL85,Methylobacterium,C0,7.35E+04
e1,2,14dpi,S3,Com08,S3.08,mr01,Methylobacterium,C2,6.07E+06
e1,2,14dpi,S3,Com08,S3.08,spfa2,Sphingomonas,C1,2.94E+06
e1,3,14dpi,S3,Com08,S3.08,meL85,Methylobacterium,C0,1.38E+05
e1,3,14dpi,S3,Com08,S3.08,mr01,Methylobacterium,C2,5.28E+06
e1,3,14dpi,S3,Com08,S3.08,spfa2,Sphingomonas,C1,1.15E+07
e1,4,14dpi,S3,Com08,S3.08,meL85,Methylobacterium,C0,8.28E+05
e1,4,14dpi,S3,Com08,S3.08,mr01,Methylobacterium,C2,4.28E+06
e1,4,14dpi,S3,Com08,S3.08,spfa2,Sphingomonas,C1,2.07E+07
e1,1,14dpi,S3,Com09,S3.09,meL92,Methylobacterium,C0,1.37E+06
e1,1,14dpi,S3,Com09,S3.09,mr01,Methylobacterium,C2,8.43E+06
e1,1,14dpi,S3,Com09,S3.09,spfa2,Sphingomonas,C1,2.53E+07
e1,2,14dpi,S3,Com09,S3.09,meL92,Methylobacterium,C0,1.71E+06
e1,2,14dpi,S3,Com09,S3.09,mr01,Methylobacterium,C2,5.71E+06
e1,2,14dpi,S3,Com09,S3.09,spfa2,Sphingomonas,C1,2.00E+07
e1,3,14dpi,S3,Com09,S3.09,meL92,Methylobacterium,C0,1.41E+06
e1,3,14dpi,S3,Com09,S3.09,mr01,Methylobacterium,C2,1.13E+07
e1,3,14dpi,S3,Com09,S3.09,spfa2,Sphingomonas,C1,1.83E+07
e1,4,14dpi,S3,Com09,S3.09,meL92,Methylobacterium,C0,4.94E+05
e1,4,14dpi,S3,Com09,S3.09,mr01,Methylobacterium,C2,3.26E+06
e1,4,14dpi,S3,Com09,S3.09,spfa2,Sphingomonas,C1,2.27E+07
e1,1,14dpi,S3,Com10,S3.10,meL85,Methylobacterium,C0,1.42E+06
e1,1,14dpi,S3,Com10,S3.10,meL92,Methylobacterium,C1,1.19E+07
e1,1,14dpi,S3,Com10,S3.10,mr01,Methylobacterium,C2,3.44E+06
e1,2,14dpi,S3,Com10,S3.10,meL85,Methylobacterium,C0,4.84E+05
e1,2,14dpi,S3,Com10,S3.10,meL92,Methylobacterium,C1,5.81E+06
e1,2,14dpi,S3,Com10,S3.10,mr01,Methylobacterium,C2,2.32E+06
e1,3,14dpi,S3,Com10,S3.10,meL85,Methylobacterium,C0,1.17E+06
e1,3,14dpi,S3,Com10,S3.10,meL92,Methylobacterium,C1,9.11E+06
e1,3,14dpi,S3,Com10,S3.10,mr01,Methylobacterium,C2,3.64E+06
e1,4,14dpi,S3,Com10,S3.10,meL85,Methylobacterium,C0,5.92E+05
e1,4,14dpi,S3,Com10,S3.10,meL92,Methylobacterium,C1,4.44E+06
e1,4,14dpi,S3,Com10,S3.10,mr01,Methylobacterium,C2,4.44E+06
e2,1,07dpi,S3,Com01,S3.01,meL85,Methylobacterium,C2,4.63E+04
e2,1,07dpi,S3,Com01,S3.01,smfr1,Sphingomonas,C0,4.17E+06
e2,1,07dpi,S3,Com01,S3.01,spfa2,Sphingomonas,C1,5.09E+06
e2,2,07dpi,S3,Com01,S3.01,meL85,Methylobacterium,C2,1.80E+04
e2,2,07dpi,S3,Com01,S3.01,smfr1,Sphingomonas,C0,1.97E+06
e2,2,07dpi,S3,Com01,S3.01,spfa2,Sphingomonas,C1,5.03E+06
e2,3,07dpi,S3,Com01,S3.01,meL85,Methylobacterium,C2,4.77E+04
e2,3,07dpi,S3,Com01,S3.01,smfr1,Sphingomonas,C0,6.21E+06
e2,3,07dpi,S3,Com01,S3.01,spfa2,Sphingomonas,C1,6.68E+06
e2,4,07dpi,S3,Com01,S3.01,meL85,Methylobacterium,C2,4.84E+05
e2,4,07dpi,S3,Com01,S3.01,smfr1,Sphingomonas,C0,5.59E+06
e2,4,07dpi,S3,Com01,S3.01,spfa2,Sphingomonas,C1,8.94E+06
e2,1,07dpi,S3,Com02,S3.02,meL92,Methylobacterium,C2,2.45E+06
e2,1,07dpi,S3,Com02,S3.02,smfr1,Sphingomonas,C0,1.12E+06
e2,1,07dpi,S3,Com02,S3.02,spfa2,Sphingomonas,C1,3.06E+06
e2,2,07dpi,S3,Com02,S3.02,meL92,Methylobacterium,C2,2.31E+05
e2,2,07dpi,S3,Com02,S3.02,smfr1,Sphingomonas,C0,6.07E+06
e2,2,07dpi,S3,Com02,S3.02,spfa2,Sphingomonas,C1,4.91E+06
e2,3,07dpi,S3,Com02,S3.02,meL92,Methylobacterium,C2,7.09E+05
e2,3,07dpi,S3,Com02,S3.02,smfr1,Sphingomonas,C0,3.34E+06
e2,3,07dpi,S3,Com02,S3.02,spfa2,Sphingomonas,C1,2.53E+06
e2,4,07dpi,S3,Com02,S3.02,meL92,Methylobacterium,C2,9.14E+05
e2,4,07dpi,S3,Com02,S3.02,smfr1,Sphingomonas,C0,2.44E+06
e2,4,07dpi,S3,Com02,S3.02,spfa2,Sphingomonas,C1,1.32E+07
e2,1,07dpi,S3,Com03,S3.03,mr01,Methylobacterium,C2,6.13E+05
e2,1,07dpi,S3,Com03,S3.03,smfr1,Sphingomonas,C0,3.75E+06
e2,1,07dpi,S3,Com03,S3.03,spfa2,Sphingomonas,C1,7.84E+06
e2,2,07dpi,S3,Com03,S3.03,mr01,Methylobacterium,C2,3.11E+06
e2,2,07dpi,S3,Com03,S3.03,smfr1,Sphingomonas,C0,1.30E+07
e2,2,07dpi,S3,Com03,S3.03,spfa2,Sphingomonas,C1,1.30E+07
e2,3,07dpi,S3,Com03,S3.03,mr01,Methylobacterium,C2,4.44E+06
e2,3,07dpi,S3,Com03,S3.03,smfr1,Sphingomonas,C0,7.69E+06
e2,3,07dpi,S3,Com03,S3.03,spfa2,Sphingomonas,C1,7.40E+06
e2,4,07dpi,S3,Com03,S3.03,mr01,Methylobacterium,C2,2.30E+06
e2,4,07dpi,S3,Com03,S3.03,smfr1,Sphingomonas,C0,6.03E+06
e2,4,07dpi,S3,Com03,S3.03,spfa2,Sphingomonas,C1,4.02E+06
e2,1,07dpi,S3,Com04,S3.04,meL85,Methylobacterium,C1,2.10E+04
e2,1,07dpi,S3,Com04,S3.04,meL92,Methylobacterium,C2,8.39E+05
e2,1,07dpi,S3,Com04,S3.04,smfr1,Sphingomonas,C0,1.68E+07
e2,2,07dpi,S3,Com04,S3.04,meL85,Methylobacterium,C1,2.76E+05
e2,2,07dpi,S3,Com04,S3.04,meL92,Methylobacterium,C2,2.34E+06
e2,2,07dpi,S3,Com04,S3.04,smfr1,Sphingomonas,C0,2.76E+07
e2,3,07dpi,S3,Com04,S3.04,meL85,Methylobacterium,C1,6.76E+04
e2,3,07dpi,S3,Com04,S3.04,meL92,Methylobacterium,C2,5.74E+05
e2,3,07dpi,S3,Com04,S3.04,smfr1,Sphingomonas,C0,2.03E+07
e2,4,07dpi,S3,Com04,S3.04,meL85,Methylobacterium,C1,1.45E+05
e2,4,07dpi,S3,Com04,S3.04,meL92,Methylobacterium,C2,6.27E+05
e2,4,07dpi,S3,Com04,S3.04,smfr1,Sphingomonas,C0,2.17E+07
e2,1,07dpi,S3,Com05,S3.05,meL85,Methylobacterium,C1,5.37E+05
e2,1,07dpi,S3,Com05,S3.05,mr01,Methylobacterium,C2,8.06E+06
e2,1,07dpi,S3,Com05,S3.05,smfr1,Sphingomonas,C0,9.40E+06
e2,2,07dpi,S3,Com05,S3.05,meL85,Methylobacterium,C1,1.72E+05
e2,2,07dpi,S3,Com05,S3.05,mr01,Methylobacterium,C2,3.45E+06
e2,2,07dpi,S3,Com05,S3.05,smfr1,Sphingomonas,C0,1.72E+07
e2,3,07dpi,S3,Com05,S3.05,meL85,Methylobacterium,C1,6.98E+05
e2,3,07dpi,S3,Com05,S3.05,mr01,Methylobacterium,C2,3.49E+06
e2,3,07dpi,S3,Com05,S3.05,smfr1,Sphingomonas,C0,1.63E+07
e2,4,07dpi,S3,Com05,S3.05,meL85,Methylobacterium,C1,3.06E+05
e2,4,07dpi,S3,Com05,S3.05,mr01,Methylobacterium,C2,3.82E+06
e2,4,07dpi,S3,Com05,S3.05,smfr1,Sphingomonas,C0,3.82E+06
e2,1,07dpi,S3,Com06,S3.06,meL92,Methylobacterium,C1,6.39E+05
e2,1,07dpi,S3,Com06,S3.06,mr01,Methylobacterium,C2,2.32E+06
e2,1,07dpi,S3,Com06,S3.06,smfr1,Sphingomonas,C0,5.52E+06
e2,2,07dpi,S3,Com06,S3.06,meL92,Methylobacterium,C1,8.88E+05
e2,2,07dpi,S3,Com06,S3.06,mr01,Methylobacterium,C2,9.06E+05
e2,2,07dpi,S3,Com06,S3.06,smfr1,Sphingomonas,C0,2.17E+07
e2,3,07dpi,S3,Com06,S3.06,meL92,Methylobacterium,C1,8.43E+05
e2,3,07dpi,S3,Com06,S3.06,mr01,Methylobacterium,C2,1.26E+06
e2,3,07dpi,S3,Com06,S3.06,smfr1,Sphingomonas,C0,1.12E+07
e2,4,07dpi,S3,Com06,S3.06,meL92,Methylobacterium,C1,1.57E+06
e2,4,07dpi,S3,Com06,S3.06,mr01,Methylobacterium,C2,3.41E+06
e2,4,07dpi,S3,Com06,S3.06,smfr1,Sphingomonas,C0,1.05E+07
e2,1,07dpi,S3,Com07,S3.07,meL85,Methylobacterium,C0,8.24E+04
e2,1,07dpi,S3,Com07,S3.07,meL92,Methylobacterium,C2,1.85E+05
e2,1,07dpi,S3,Com07,S3.07,spfa2,Sphingomonas,C1,3.09E+06
e2,2,07dpi,S3,Com07,S3.07,meL85,Methylobacterium,C0,1.71E+04
e2,2,07dpi,S3,Com07,S3.07,meL92,Methylobacterium,C2,1.03E+05
e2,2,07dpi,S3,Com07,S3.07,spfa2,Sphingomonas,C1,8.56E+06
e2,3,07dpi,S3,Com07,S3.07,meL85,Methylobacterium,C0,2.40E+04
e2,3,07dpi,S3,Com07,S3.07,meL92,Methylobacterium,C2,9.58E+04
e2,3,07dpi,S3,Com07,S3.07,spfa2,Sphingomonas,C1,1.68E+07
e2,4,07dpi,S3,Com07,S3.07,meL85,Methylobacterium,C0,1.64E+05
e2,4,07dpi,S3,Com07,S3.07,meL92,Methylobacterium,C2,2.81E+05
e2,4,07dpi,S3,Com07,S3.07,spfa2,Sphingomonas,C1,1.40E+07
e2,1,07dpi,S3,Com08,S3.08,meL85,Methylobacterium,C0,2.02E+04
e2,1,07dpi,S3,Com08,S3.08,mr01,Methylobacterium,C2,2.22E+05
e2,1,07dpi,S3,Com08,S3.08,spfa2,Sphingomonas,C1,2.22E+06
e2,2,07dpi,S3,Com08,S3.08,meL85,Methylobacterium,C0,1.60E+04
e2,2,07dpi,S3,Com08,S3.08,mr01,Methylobacterium,C2,4.49E+05
e2,2,07dpi,S3,Com08,S3.08,spfa2,Sphingomonas,C1,1.60E+07
e2,3,07dpi,S3,Com08,S3.08,meL85,Methylobacterium,C0,5.06E+04
e2,3,07dpi,S3,Com08,S3.08,mr01,Methylobacterium,C2,2.53E+05
e2,3,07dpi,S3,Com08,S3.08,spfa2,Sphingomonas,C1,2.03E+06
e2,4,07dpi,S3,Com08,S3.08,meL85,Methylobacterium,C0,2.11E+04
e2,4,07dpi,S3,Com08,S3.08,mr01,Methylobacterium,C2,3.38E+05
e2,4,07dpi,S3,Com08,S3.08,spfa2,Sphingomonas,C1,1.06E+07
e2,1,07dpi,S3,Com09,S3.09,meL92,Methylobacterium,C0,3.81E+05
e2,1,07dpi,S3,Com09,S3.09,mr01,Methylobacterium,C2,9.53E+05
e2,1,07dpi,S3,Com09,S3.09,spfa2,Sphingomonas,C1,9.53E+06
e2,2,07dpi,S3,Com09,S3.09,meL92,Methylobacterium,C0,2.39E+05
e2,2,07dpi,S3,Com09,S3.09,mr01,Methylobacterium,C2,7.03E+05
e2,2,07dpi,S3,Com09,S3.09,spfa2,Sphingomonas,C1,7.03E+06
e2,3,07dpi,S3,Com09,S3.09,meL92,Methylobacterium,C0,6.52E+05
e2,3,07dpi,S3,Com09,S3.09,mr01,Methylobacterium,C2,1.48E+06
e2,3,07dpi,S3,Com09,S3.09,spfa2,Sphingomonas,C1,3.56E+06
e2,4,07dpi,S3,Com09,S3.09,meL92,Methylobacterium,C0,3.10E+05
e2,4,07dpi,S3,Com09,S3.09,mr01,Methylobacterium,C2,1.55E+06
e2,4,07dpi,S3,Com09,S3.09,spfa2,Sphingomonas,C1,2.85E+06
e2,1,07dpi,S3,Com10,S3.10,meL85,Methylobacterium,C0,3.04E+04
e2,1,07dpi,S3,Com10,S3.10,meL92,Methylobacterium,C1,2.13E+05
e2,1,07dpi,S3,Com10,S3.10,mr01,Methylobacterium,C2,1.22E+05
e2,2,07dpi,S3,Com10,S3.10,meL85,Methylobacterium,C0,1.36E+04
e2,2,07dpi,S3,Com10,S3.10,meL92,Methylobacterium,C1,2.04E+05
e2,2,07dpi,S3,Com10,S3.10,mr01,Methylobacterium,C2,2.18E+05
e2,3,07dpi,S3,Com10,S3.10,meL85,Methylobacterium,C0,1.02E+05
e2,3,07dpi,S3,Com10,S3.10,meL92,Methylobacterium,C1,5.12E+05
e2,3,07dpi,S3,Com10,S3.10,mr01,Methylobacterium,C2,3.72E+05
e2,4,07dpi,S3,Com10,S3.10,meL85,Methylobacterium,C0,1.56E+04
e2,4,07dpi,S3,Com10,S3.10,meL92,Methylobacterium,C1,1.09E+05
e2,4,07dpi,S3,Com10,S3.10,mr01,Methylobacterium,C2,6.25E+04
e2,1,14dpi,S3,Com01,S3.01,meL85,Methylobacterium,C2,7.05E+03
e2,1,14dpi,S3,Com01,S3.01,smfr1,Sphingomonas,C0,5.64E+06
e2,1,14dpi,S3,Com01,S3.01,spfa2,Sphingomonas,C1,7.76E+06
e2,2,14dpi,S3,Com01,S3.01,meL85,Methylobacterium,C2,9.41E+03
e2,2,14dpi,S3,Com01,S3.01,smfr1,Sphingomonas,C0,9.41E+06
e2,2,14dpi,S3,Com01,S3.01,spfa2,Sphingomonas,C1,1.13E+07
e2,3,14dpi,S3,Com01,S3.01,meL85,Methylobacterium,C2,8.40E+03
e2,3,14dpi,S3,Com01,S3.01,smfr1,Sphingomonas,C0,5.04E+06
e2,3,14dpi,S3,Com01,S3.01,spfa2,Sphingomonas,C1,1.76E+07
e2,4,14dpi,S3,Com01,S3.01,meL85,Methylobacterium,C2,5.76E+03
e2,4,14dpi,S3,Com01,S3.01,smfr1,Sphingomonas,C0,5.19E+06
e2,4,14dpi,S3,Com01,S3.01,spfa2,Sphingomonas,C1,6.92E+06
e2,1,14dpi,S3,Com02,S3.02,meL92,Methylobacterium,C2,2.19E+06
e2,1,14dpi,S3,Com02,S3.02,smfr1,Sphingomonas,C0,3.10E+07
e2,1,14dpi,S3,Com02,S3.02,spfa2,Sphingomonas,C1,1.64E+07
e2,2,14dpi,S3,Com02,S3.02,meL92,Methylobacterium,C2,4.13E+05
e2,2,14dpi,S3,Com02,S3.02,smfr1,Sphingomonas,C0,2.66E+07
e2,2,14dpi,S3,Com02,S3.02,spfa2,Sphingomonas,C1,1.07E+07
e2,3,14dpi,S3,Com02,S3.02,meL92,Methylobacterium,C2,1.61E+06
e2,3,14dpi,S3,Com02,S3.02,smfr1,Sphingomonas,C0,8.04E+06
e2,3,14dpi,S3,Com02,S3.02,spfa2,Sphingomonas,C1,1.02E+07
e2,4,14dpi,S3,Com02,S3.02,meL92,Methylobacterium,C2,2.60E+06
e2,4,14dpi,S3,Com02,S3.02,smfr1,Sphingomonas,C0,3.54E+07
e2,4,14dpi,S3,Com02,S3.02,spfa2,Sphingomonas,C1,1.56E+07
e2,1,14dpi,S3,Com03,S3.03,mr01,Methylobacterium,C2,4.84E+06
e2,1,14dpi,S3,Com03,S3.03,smfr1,Sphingomonas,C0,2.13E+07
e2,1,14dpi,S3,Com03,S3.03,spfa2,Sphingomonas,C1,1.16E+07
e2,2,14dpi,S3,Com03,S3.03,mr01,Methylobacterium,C2,3.15E+06
e2,2,14dpi,S3,Com03,S3.03,smfr1,Sphingomonas,C0,2.00E+07
e2,2,14dpi,S3,Com03,S3.03,spfa2,Sphingomonas,C1,1.43E+07
e2,3,14dpi,S3,Com03,S3.03,mr01,Methylobacterium,C2,1.04E+07
e2,3,14dpi,S3,Com03,S3.03,smfr1,Sphingomonas,C0,1.83E+07
e2,3,14dpi,S3,Com03,S3.03,spfa2,Sphingomonas,C1,3.22E+07
e2,4,14dpi,S3,Com03,S3.03,mr01,Methylobacterium,C2,4.92E+06
e2,4,14dpi,S3,Com03,S3.03,smfr1,Sphingomonas,C0,2.09E+07
e2,4,14dpi,S3,Com03,S3.03,spfa2,Sphingomonas,C1,1.35E+07
e2,1,14dpi,S3,Com04,S3.04,meL85,Methylobacterium,C1,1.35E+06
e2,1,14dpi,S3,Com04,S3.04,meL92,Methylobacterium,C2,1.50E+07
e2,1,14dpi,S3,Com04,S3.04,smfr1,Sphingomonas,C0,2.25E+07
e2,2,14dpi,S3,Com04,S3.04,meL85,Methylobacterium,C1,3.91E+05
e2,2,14dpi,S3,Com04,S3.04,meL92,Methylobacterium,C2,1.77E+07
e2,2,14dpi,S3,Com04,S3.04,smfr1,Sphingomonas,C0,1.51E+07
e2,3,14dpi,S3,Com04,S3.04,meL85,Methylobacterium,C1,4.79E+05
e2,3,14dpi,S3,Com04,S3.04,meL92,Methylobacterium,C2,3.95E+06
e2,3,14dpi,S3,Com04,S3.04,smfr1,Sphingomonas,C0,3.12E+07
e2,4,14dpi,S3,Com04,S3.04,meL85,Methylobacterium,C1,2.23E+06
e2,4,14dpi,S3,Com04,S3.04,meL92,Methylobacterium,C2,1.53E+07
e2,4,14dpi,S3,Com04,S3.04,smfr1,Sphingomonas,C0,1.11E+07
e2,1,14dpi,S3,Com05,S3.05,meL85,Methylobacterium,C1,3.89E+05
e2,1,14dpi,S3,Com05,S3.05,mr01,Methylobacterium,C2,1.85E+07
e2,1,14dpi,S3,Com05,S3.05,smfr1,Sphingomonas,C0,3.11E+07
e2,2,14dpi,S3,Com05,S3.05,meL85,Methylobacterium,C1,4.04E+05
e2,2,14dpi,S3,Com05,S3.05,mr01,Methylobacterium,C2,2.33E+06
e2,2,14dpi,S3,Com05,S3.05,smfr1,Sphingomonas,C0,1.72E+07
e2,3,14dpi,S3,Com05,S3.05,meL85,Methylobacterium,C1,1.35E+06
e2,3,14dpi,S3,Com05,S3.05,mr01,Methylobacterium,C2,4.89E+06
e2,3,14dpi,S3,Com05,S3.05,smfr1,Sphingomonas,C0,2.87E+07
e2,4,14dpi,S3,Com05,S3.05,meL85,Methylobacterium,C1,2.08E+06
e2,4,14dpi,S3,Com05,S3.05,mr01,Methylobacterium,C2,5.31E+06
e2,4,14dpi,S3,Com05,S3.05,smfr1,Sphingomonas,C0,2.77E+07
e2,1,14dpi,S3,Com06,S3.06,meL92,Methylobacterium,C1,5.36E+05
e2,1,14dpi,S3,Com06,S3.06,mr01,Methylobacterium,C2,7.69E+05
e2,1,14dpi,S3,Com06,S3.06,smfr1,Sphingomonas,C0,2.45E+07
e2,2,14dpi,S3,Com06,S3.06,meL92,Methylobacterium,C1,8.81E+05
e2,2,14dpi,S3,Com06,S3.06,mr01,Methylobacterium,C2,1.93E+06
e2,2,14dpi,S3,Com06,S3.06,smfr1,Sphingomonas,C0,1.79E+07
e2,3,14dpi,S3,Com06,S3.06,meL92,Methylobacterium,C1,1.21E+06
e2,3,14dpi,S3,Com06,S3.06,mr01,Methylobacterium,C2,1.47E+06
e2,3,14dpi,S3,Com06,S3.06,smfr1,Sphingomonas,C0,1.62E+07
e2,4,14dpi,S3,Com06,S3.06,meL92,Methylobacterium,C1,1.25E+06
e2,4,14dpi,S3,Com06,S3.06,mr01,Methylobacterium,C2,1.56E+06
e2,4,14dpi,S3,Com06,S3.06,smfr1,Sphingomonas,C0,1.35E+07
e2,1,14dpi,S3,Com07,S3.07,meL85,Methylobacterium,C0,1.20E+04
e2,1,14dpi,S3,Com07,S3.07,meL92,Methylobacterium,C2,3.01E+06
e2,1,14dpi,S3,Com07,S3.07,spfa2,Sphingomonas,C1,1.08E+07
e2,2,14dpi,S3,Com07,S3.07,meL85,Methylobacterium,C0,8.47E+03
e2,2,14dpi,S3,Com07,S3.07,meL92,Methylobacterium,C2,2.37E+06
e2,2,14dpi,S3,Com07,S3.07,spfa2,Sphingomonas,C1,1.44E+07
e2,3,14dpi,S3,Com07,S3.07,meL85,Methylobacterium,C0,9.25E+03
e2,3,14dpi,S3,Com07,S3.07,meL92,Methylobacterium,C2,2.22E+06
e2,3,14dpi,S3,Com07,S3.07,spfa2,Sphingomonas,C1,1.02E+07
e2,4,14dpi,S3,Com07,S3.07,meL85,Methylobacterium,C0,1.24E+04
e2,4,14dpi,S3,Com07,S3.07,meL92,Methylobacterium,C2,1.12E+06
e2,4,14dpi,S3,Com07,S3.07,spfa2,Sphingomonas,C1,1.49E+07
e2,1,14dpi,S3,Com08,S3.08,meL85,Methylobacterium,C0,1.24E+04
e2,1,14dpi,S3,Com08,S3.08,mr01,Methylobacterium,C2,7.43E+05
e2,1,14dpi,S3,Com08,S3.08,spfa2,Sphingomonas,C1,9.90E+06
e2,2,14dpi,S3,Com08,S3.08,meL85,Methylobacterium,C0,1.08E+04
e2,2,14dpi,S3,Com08,S3.08,mr01,Methylobacterium,C2,4.52E+06
e2,2,14dpi,S3,Com08,S3.08,spfa2,Sphingomonas,C1,3.12E+07
e2,3,14dpi,S3,Com08,S3.08,meL85,Methylobacterium,C0,8.74E+03
e2,3,14dpi,S3,Com08,S3.08,mr01,Methylobacterium,C2,6.99E+05
e2,3,14dpi,S3,Com08,S3.08,spfa2,Sphingomonas,C1,1.57E+07
e2,4,14dpi,S3,Com08,S3.08,meL85,Methylobacterium,C0,6.72E+03
e2,4,14dpi,S3,Com08,S3.08,mr01,Methylobacterium,C2,2.62E+06
e2,4,14dpi,S3,Com08,S3.08,spfa2,Sphingomonas,C1,1.34E+07
e2,1,14dpi,S3,Com09,S3.09,meL92,Methylobacterium,C0,6.38E+05
e2,1,14dpi,S3,Com09,S3.09,mr01,Methylobacterium,C2,1.93E+06
e2,1,14dpi,S3,Com09,S3.09,spfa2,Sphingomonas,C1,1.04E+07
e2,2,14dpi,S3,Com09,S3.09,meL92,Methylobacterium,C0,4.20E+05
e2,2,14dpi,S3,Com09,S3.09,mr01,Methylobacterium,C2,2.31E+06
e2,2,14dpi,S3,Com09,S3.09,spfa2,Sphingomonas,C1,1.47E+07
e2,3,14dpi,S3,Com09,S3.09,meL92,Methylobacterium,C0,1.12E+06
e2,3,14dpi,S3,Com09,S3.09,mr01,Methylobacterium,C2,1.73E+06
e2,3,14dpi,S3,Com09,S3.09,spfa2,Sphingomonas,C1,1.82E+07
e2,4,14dpi,S3,Com09,S3.09,meL92,Methylobacterium,C0,4.81E+05
e2,4,14dpi,S3,Com09,S3.09,mr01,Methylobacterium,C2,3.37E+06
e2,4,14dpi,S3,Com09,S3.09,spfa2,Sphingomonas,C1,1.35E+07
e2,1,14dpi,S3,Com10,S3.10,meL85,Methylobacterium,C0,1.37E+05
e2,1,14dpi,S3,Com10,S3.10,meL92,Methylobacterium,C1,6.83E+05
e2,1,14dpi,S3,Com10,S3.10,mr01,Methylobacterium,C2,1.14E+06
e2,2,14dpi,S3,Com10,S3.10,meL85,Methylobacterium,C0,3.86E+04
e2,2,14dpi,S3,Com10,S3.10,meL92,Methylobacterium,C1,4.76E+05
e2,2,14dpi,S3,Com10,S3.10,mr01,Methylobacterium,C2,7.72E+05
e2,3,14dpi,S3,Com10,S3.10,meL85,Methylobacterium,C0,1.04E+05
e2,3,14dpi,S3,Com10,S3.10,meL92,Methylobacterium,C1,3.78E+05
e2,3,14dpi,S3,Com10,S3.10,mr01,Methylobacterium,C2,1.79E+06
e2,4,14dpi,S3,Com10,S3.10,meL85,Methylobacterium,C0,5.13E+04
e2,4,14dpi,S3,Com10,S3.10,meL92,Methylobacterium,C1,5.13E+05
e2,4,14dpi,S3,Com10,S3.10,mr01,Methylobacterium,C2,1.03E+06
