exp,sample,dpi,synID,comID,syncom,strain,taxa,channel,cfu
e1,1,07dpi,C,Com10,C.10,smfr1,Sphingomonas,C1,9.71E+06
e1,2,07dpi,C,Com10,C.10,smfr1,Sphingomonas,C1,8.73E+06
e1,3,07dpi,C,Com10,C.10,smfr1,Sphingomonas,C1,3.52E+06
e1,4,07dpi,C,Com10,C.10,smfr1,Sphingomonas,C1,3.32E+06
e2,1,07dpi,C,Com10,C.10,smfr1,Sphingomonas,C1,2.60E+06
e2,2,07dpi,C,Com10,C.10,smfr1,Sphingomonas,C1,2.20E+06
e2,3,07dpi,C,Com10,C.10,smfr1,Sphingomonas,C1,3.00E+06
e2,4,07dpi,C,Com10,C.10,smfr1,Sphingomonas,C1,3.20E+06
e1,1,14dpi,C,Com10,C.10,smfr1,Sphingomonas,C0,2.05E+07
e1,2,14dpi,C,Com10,C.10,smfr1,Sphingomonas,C0,4.70E+07
e1,3,14dpi,C,Com10,C.10,smfr1,Sphingomonas,C0,2.66E+07
e1,4,14dpi,C,Com10,C.10,smfr1,Sphingomonas,C0,1.61E+07
e2,1,14dpi,C,Com10,C.10,smfr1,Sphingomonas,C0,6.20E+06
e2,2,14dpi,C,Com10,C.10,smfr1,Sphingomonas,C0,1.20E+07
e2,3,14dpi,C,Com10,C.10,smfr1,Sphingomonas,C0,3.80E+06
e2,4,14dpi,C,Com10,C.10,smfr1,Sphingomonas,C0,8.00E+06
e1,1,14dpi,C,Com10,C.10,smfr1,Sphingomonas,C1,7.96E+05
e1,2,14dpi,C,Com10,C.10,smfr1,Sphingomonas,C1,1.76E+06
e1,3,14dpi,C,Com10,C.10,smfr1,Sphingomonas,C1,1.21E+05
e1,4,14dpi,C,Com10,C.10,smfr1,Sphingomonas,C1,5.38E+04
e2,1,14dpi,C,Com10,C.10,smfr1,Sphingomonas,C1,2.20E+07
e2,2,14dpi,C,Com10,C.10,smfr1,Sphingomonas,C1,2.60E+07
e2,3,14dpi,C,Com10,C.10,smfr1,Sphingomonas,C1,1.20E+07
e2,4,14dpi,C,Com10,C.10,smfr1,Sphingomonas,C1,1.40E+07
e1,1,07dpi,S2,Com11,S2.11,smfr1,Sphingomonas,C1,3.37E+07
e1,2,07dpi,S2,Com11,S2.11,smfr1,Sphingomonas,C1,9.54E+07
e1,3,07dpi,S2,Com11,S2.11,smfr1,Sphingomonas,C1,4.66E+07
e1,4,07dpi,S2,Com11,S2.11,smfr1,Sphingomonas,C1,6.77E+07
e2,1,07dpi,S2,Com11,S2.11,smfr1,Sphingomonas,C1,3.84E+07
e2,2,07dpi,S2,Com11,S2.11,smfr1,Sphingomonas,C1,2.78E+07
e2,3,07dpi,S2,Com11,S2.11,smfr1,Sphingomonas,C1,1.52E+07
e2,4,07dpi,S2,Com11,S2.11,smfr1,Sphingomonas,C1,5.52E+07
e1,1,14dpi,S2,Com11,S2.11,smfr1,Sphingomonas,C1,5.42E+07
e1,2,14dpi,S2,Com11,S2.11,smfr1,Sphingomonas,C1,2.90E+07
e1,3,14dpi,S2,Com11,S2.11,smfr1,Sphingomonas,C1,2.60E+07
e1,4,14dpi,S2,Com11,S2.11,smfr1,Sphingomonas,C1,5.07E+07
e1,1,07dpi,S2,Com11,S2.11,spfa2,Sphingomonas,C0,6.30E+07
e1,2,07dpi,S2,Com11,S2.11,spfa2,Sphingomonas,C0,1.41E+08
e1,3,07dpi,S2,Com11,S2.11,spfa2,Sphingomonas,C0,5.99E+07
e1,4,07dpi,S2,Com11,S2.11,spfa2,Sphingomonas,C0,6.39E+07
e2,1,07dpi,S2,Com11,S2.11,spfa2,Sphingomonas,C0,7.26E+07
e2,2,07dpi,S2,Com11,S2.11,spfa2,Sphingomonas,C0,3.81E+07
e2,3,07dpi,S2,Com11,S2.11,spfa2,Sphingomonas,C0,2.53E+07
e2,4,07dpi,S2,Com11,S2.11,spfa2,Sphingomonas,C0,5.14E+07
e1,1,14dpi,S2,Com11,S2.11,spfa2,Sphingomonas,C0,7.33E+07
e1,2,14dpi,S2,Com11,S2.11,spfa2,Sphingomonas,C0,8.34E+07
e1,3,14dpi,S2,Com11,S2.11,spfa2,Sphingomonas,C0,4.73E+07
e1,4,14dpi,S2,Com11,S2.11,spfa2,Sphingomonas,C0,7.76E+07
e1,1,07dpi,S2,Com12,S2.12,spfa2,Sphingomonas,C1,6.12E+07
e1,2,07dpi,S2,Com12,S2.12,spfa2,Sphingomonas,C1,1.48E+07
e1,3,07dpi,S2,Com12,S2.12,spfa2,Sphingomonas,C1,3.08E+07
e1,4,07dpi,S2,Com12,S2.12,spfa2,Sphingomonas,C1,2.21E+07
e2,1,07dpi,S2,Com12,S2.12,spfa2,Sphingomonas,C1,3.53E+07
e2,2,07dpi,S2,Com12,S2.12,spfa2,Sphingomonas,C1,4.84E+07
e2,3,07dpi,S2,Com12,S2.12,spfa2,Sphingomonas,C1,3.86E+07
e2,4,07dpi,S2,Com12,S2.12,spfa2,Sphingomonas,C1,1.01E+08
e1,1,14dpi,S2,Com12,S2.12,spfa2,Sphingomonas,C1,5.61E+07
e1,2,14dpi,S2,Com12,S2.12,spfa2,Sphingomonas,C1,8.12E+07
e1,3,14dpi,S2,Com12,S2.12,spfa2,Sphingomonas,C1,6.12E+07
e1,4,14dpi,S2,Com12,S2.12,spfa2,Sphingomonas,C1,8.63E+07
e1,1,07dpi,C,Com13,C.13,spfa2,Sphingomonas,C0,2.02E+07
e1,2,07dpi,C,Com13,C.13,spfa2,Sphingomonas,C0,1.71E+07
e1,3,07dpi,C,Com13,C.13,spfa2,Sphingomonas,C0,2.31E+07
e1,4,07dpi,C,Com13,C.13,spfa2,Sphingomonas,C0,2.44E+07
e2,1,07dpi,C,Com13,C.13,spfa2,Sphingomonas,C0,3.57E+07
e2,2,07dpi,C,Com13,C.13,spfa2,Sphingomonas,C0,2.80E+07
e2,3,07dpi,C,Com13,C.13,spfa2,Sphingomonas,C0,2.24E+07
e2,4,07dpi,C,Com13,C.13,spfa2,Sphingomonas,C0,2.44E+07
e1,1,07dpi,C,Com13,C.13,spfa2,Sphingomonas,C1,2.60E+07
e1,2,07dpi,C,Com13,C.13,spfa2,Sphingomonas,C1,2.28E+07
e1,3,07dpi,C,Com13,C.13,spfa2,Sphingomonas,C1,2.94E+07
e1,4,07dpi,C,Com13,C.13,spfa2,Sphingomonas,C1,1.90E+07
e2,1,07dpi,C,Com13,C.13,spfa2,Sphingomonas,C1,4.33E+07
e2,2,07dpi,C,Com13,C.13,spfa2,Sphingomonas,C1,1.08E+07
e2,3,07dpi,C,Com13,C.13,spfa2,Sphingomonas,C1,1.60E+07
e2,4,07dpi,C,Com13,C.13,spfa2,Sphingomonas,C1,1.63E+07
e1,1,14dpi,C,Com13,C.13,spfa2,Sphingomonas,C0,5.74E+07
e1,2,14dpi,C,Com13,C.13,spfa2,Sphingomonas,C0,4.12E+07
e1,3,14dpi,C,Com13,C.13,spfa2,Sphingomonas,C0,1.75E+08
e1,4,14dpi,C,Com13,C.13,spfa2,Sphingomonas,C0,1.43E+08
e1,1,14dpi,C,Com13,C.13,spfa2,Sphingomonas,C1,3.74E+07
e1,2,14dpi,C,Com13,C.13,spfa2,Sphingomonas,C1,3.22E+07
e1,3,14dpi,C,Com13,C.13,spfa2,Sphingomonas,C1,1.23E+08
e1,4,14dpi,C,Com13,C.13,spfa2,Sphingomonas,C1,7.64E+07
e1,1,07dpi,S2,Com14,S2.14,spfa2,Sphingomonas,C1,6.44E+07
e1,2,07dpi,S2,Com14,S2.14,spfa2,Sphingomonas,C1,4.42E+07
e1,3,07dpi,S2,Com14,S2.14,spfa2,Sphingomonas,C1,1.80E+07
e1,4,07dpi,S2,Com14,S2.14,spfa2,Sphingomonas,C1,4.39E+07
e2,1,07dpi,S2,Com14,S2.14,spfa2,Sphingomonas,C1,5.71E+07
e2,2,07dpi,S2,Com14,S2.14,spfa2,Sphingomonas,C1,3.87E+07
e2,3,07dpi,S2,Com14,S2.14,spfa2,Sphingomonas,C1,5.30E+07
e2,4,07dpi,S2,Com14,S2.14,spfa2,Sphingomonas,C1,9.63E+07
e1,1,14dpi,S2,Com14,S2.14,spfa2,Sphingomonas,C1,1.39E+08
e1,2,14dpi,S2,Com14,S2.14,spfa2,Sphingomonas,C1,1.71E+08
e1,3,14dpi,S2,Com14,S2.14,spfa2,Sphingomonas,C1,1.80E+08
e1,4,14dpi,S2,Com14,S2.14,spfa2,Sphingomonas,C1,1.00E+08
e2,1,14dpi,S2,Com14,S2.14,spfa2,Sphingomonas,C1,7.33E+07
e2,2,14dpi,S2,Com14,S2.14,spfa2,Sphingomonas,C1,9.79E+07
e2,3,14dpi,S2,Com14,S2.14,spfa2,Sphingomonas,C1,2.08E+08
e2,4,14dpi,S2,Com14,S2.14,spfa2,Sphingomonas,C1,1.47E+08
e1,1,07dpi,S2,Com15,S2.15,spfa2,Sphingomonas,C1,3.06E+07
e1,2,07dpi,S2,Com15,S2.15,spfa2,Sphingomonas,C1,8.34E+07
e1,3,07dpi,S2,Com15,S2.15,spfa2,Sphingomonas,C1,3.66E+07
e1,4,07dpi,S2,Com15,S2.15,spfa2,Sphingomonas,C1,7.87E+07
e2,1,07dpi,S2,Com15,S2.15,spfa2,Sphingomonas,C1,3.64E+07
e2,2,07dpi,S2,Com15,S2.15,spfa2,Sphingomonas,C1,2.91E+07
e2,3,07dpi,S2,Com15,S2.15,spfa2,Sphingomonas,C1,5.03E+07
e2,4,07dpi,S2,Com15,S2.15,spfa2,Sphingomonas,C1,4.59E+07
e1,1,14dpi,S2,Com15,S2.15,spfa2,Sphingomonas,C1,2.90E+08
e1,2,14dpi,S2,Com15,S2.15,spfa2,Sphingomonas,C1,1.10E+08
e1,3,14dpi,S2,Com15,S2.15,spfa2,Sphingomonas,C1,1.61E+08
e1,4,14dpi,S2,Com15,S2.15,spfa2,Sphingomonas,C1,7.60E+07
e2,1,14dpi,S2,Com15,S2.15,spfa2,Sphingomonas,C1,2.06E+08
e2,2,14dpi,S2,Com15,S2.15,spfa2,Sphingomonas,C1,4.96E+08
e2,3,14dpi,S2,Com15,S2.15,spfa2,Sphingomonas,C1,1.45E+08
e2,4,14dpi,S2,Com15,S2.15,spfa2,Sphingomonas,C1,1.32E+08
e1,1,07dpi,S3,Com01,S3.01,meL85,Methylobacterium,C2,6.97E+04
e1,1,07dpi,S3,Com01,S3.01,smfr1,Sphingomonas,C0,1.39E+07
e1,1,07dpi,S3,Com01,S3.01,spfa2,Sphingomonas,C1,4.01E+07
e1,2,07dpi,S3,Com01,S3.01,meL85,Methylobacterium,C2,1.90E+05
e1,2,07dpi,S3,Com01,S3.01,smfr1,Sphingomonas,C0,1.27E+07
e1,2,07dpi,S3,Com01,S3.01,spfa2,Sphingomonas,C1,3.38E+07
e1,3,07dpi,S3,Com01,S3.01,meL85,Methylobacterium,C2,2.49E+05
e1,3,07dpi,S3,Com01,S3.01,smfr1,Sphingomonas,C0,2.49E+07
e1,3,07dpi,S3,Com01,S3.01,spfa2,Sphingomonas,C1,2.27E+07
e1,4,07dpi,S3,Com01,S3.01,meL85,Methylobacterium,C2,4.96E+05
e1,4,07dpi,S3,Com01,S3.01,smfr1,Sphingomonas,C0,8.62E+06
e1,4,07dpi,S3,Com01,S3.01,spfa2,Sphingomonas,C1,8.62E+06
e1,1,07dpi,S3,Com02,S3.02,meL92,Methylobacterium,C2,3.98E+06
e1,1,07dpi,S3,Com02,S3.02,smfr1,Sphingomonas,C0,1.64E+07
e1,1,07dpi,S3,Com02,S3.02,spfa2,Sphingomonas,C1,2.57E+06
e1,2,07dpi,S3,Com02,S3.02,meL92,Methylobacterium,C2,4.49E+06
e1,2,07dpi,S3,Com02,S3.02,smfr1,Sphingomonas,C0,2.15E+07
e1,2,07dpi,S3,Com02,S3.02,spfa2,Sphingomonas,C1,7.81E+06
e1,3,07dpi,S3,Com02,S3.02,meL92,Methylobacterium,C2,2.43E+06
e1,3,07dpi,S3,Com02,S3.02,smfr1,Sphingomonas,C0,8.11E+06
e1,3,07dpi,S3,Com02,S3.02,spfa2,Sphingomonas,C1,3.04E+07
e1,4,07dpi,S3,Com02,S3.02,meL92,Methylobacterium,C2,7.10E+05
e1,4,07dpi,S3,Com02,S3.02,smfr1,Sphingomonas,C0,1.42E+07
e1,4,07dpi,S3,Com02,S3.02,spfa2,Sphingomonas,C1,3.91E+07
e1,1,07dpi,S3,Com03,S3.03,mr01,Methylobacterium,C2,3.12E+06
e1,1,07dpi,S3,Com03,S3.03,smfr1,Sphingomonas,C0,8.32E+06
e1,1,07dpi,S3,Com03,S3.03,spfa2,Sphingomonas,C1,4.16E+06
e1,2,07dpi,S3,Com03,S3.03,mr01,Methylobacterium,C2,4.09E+06
e1,2,07dpi,S3,Com03,S3.03,smfr1,Sphingomonas,C0,3.22E+06
e1,2,07dpi,S3,Com03,S3.03,spfa2,Sphingomonas,C1,1.75E+06
e1,3,07dpi,S3,Com03,S3.03,mr01,Methylobacterium,C2,1.52E+06
e1,3,07dpi,S3,Com03,S3.03,smfr1,Sphingomonas,C0,5.41E+06
e1,3,07dpi,S3,Com03,S3.03,spfa2,Sphingomonas,C1,1.95E+06
e1,4,07dpi,S3,Com03,S3.03,mr01,Methylobacterium,C2,3.17E+06
e1,4,07dpi,S3,Com03,S3.03,smfr1,Sphingomonas,C0,2.18E+07
e1,4,07dpi,S3,Com03,S3.03,spfa2,Sphingomonas,C1,1.98E+07
e1,1,07dpi,S3,Com04,S3.04,meL85,Methylobacterium,C1,9.23E+05
e1,1,07dpi,S3,Com04,S3.04,meL92,Methylobacterium,C2,3.87E+06
e1,1,07dpi,S3,Com04,S3.04,smfr1,Sphingomonas,C0,1.66E+07
e1,2,07dpi,S3,Com04,S3.04,meL85,Methylobacterium,C1,8.21E+05
e1,2,07dpi,S3,Com04,S3.04,meL92,Methylobacterium,C2,1.23E+06
e1,2,07dpi,S3,Com04,S3.04,smfr1,Sphingomonas,C0,1.23E+07
e1,3,07dpi,S3,Com04,S3.04,meL85,Methylobacterium,C1,1.12E+06
e1,3,07dpi,S3,Com04,S3.04,meL92,Methylobacterium,C2,2.61E+06
e1,3,07dpi,S3,Com04,S3.04,smfr1,Sphingomonas,C0,1.30E+07
e1,4,07dpi,S3,Com04,S3.04,meL85,Methylobacterium,C1,6.36E+05
e1,4,07dpi,S3,Com04,S3.04,meL92,Methylobacterium,C2,1.70E+06
e1,4,07dpi,S3,Com04,S3.04,smfr1,Sphingomonas,C0,5.09E+06
e1,1,07dpi,S3,Com05,S3.05,meL85,Methylobacterium,C1,2.49E+05
e1,1,07dpi,S3,Com05,S3.05,mr01,Methylobacterium,C2,2.82E+06
e1,1,07dpi,S3,Com05,S3.05,smfr1,Sphingomonas,C0,2.49E+07
e1,2,07dpi,S3,Com05,S3.05,meL85,Methylobacterium,C1,3.73E+05
e1,2,07dpi,S3,Com05,S3.05,mr01,Methylobacterium,C2,2.66E+06
e1,2,07dpi,S3,Com05,S3.05,smfr1,Sphingomonas,C0,5.59E+06
e1,3,07dpi,S3,Com05,S3.05,meL85,Methylobacterium,C1,3.90E+05
e1,3,07dpi,S3,Com05,S3.05,mr01,Methylobacterium,C2,2.73E+06
e1,3,07dpi,S3,Com05,S3.05,smfr1,Sphingomonas,C0,3.32E+06
e1,4,07dpi,S3,Com05,S3.05,meL85,Methylobacterium,C1,2.49E+05
e1,4,07dpi,S3,Com05,S3.05,mr01,Methylobacterium,C2,3.53E+06
e1,4,07dpi,S3,Com05,S3.05,smfr1,Sphingomonas,C0,4.36E+06
e1,1,07dpi,S3,Com06,S3.06,meL92,Methylobacterium,C1,9.69E+05
e1,1,07dpi,S3,Com06,S3.06,mr01,Methylobacterium,C2,8.07E+05
e1,1,07dpi,S3,Com06,S3.06,smfr1,Sphingomonas,C0,4.04E+06
e1,2,07dpi,S3,Com06,S3.06,meL92,Methylobacterium,C1,9.38E+05
e1,2,07dpi,S3,Com06,S3.06,mr01,Methylobacterium,C2,2.63E+06
e1,2,07dpi,S3,Com06,S3.06,smfr1,Sphingomonas,C0,6.19E+06
e1,3,07dpi,S3,Com06,S3.06,meL92,Methylobacterium,C1,1.78E+06
e1,3,07dpi,S3,Com06,S3.06,mr01,Methylobacterium,C2,2.67E+06
e1,3,07dpi,S3,Com06,S3.06,smfr1,Sphingomonas,C0,4.31E+06
e1,4,07dpi,S3,Com06,S3.06,meL92,Methylobacterium,C1,7.27E+05
e1,4,07dpi,S3,Com06,S3.06,mr01,Methylobacterium,C2,4.18E+06
e1,4,07dpi,S3,Com06,S3.06,smfr1,Sphingomonas,C0,4.00E+06
e1,1,07dpi,S3,Com07,S3.07,meL85,Methylobacterium,C0,5.83E+04
e1,1,07dpi,S3,Com07,S3.07,meL92,Methylobacterium,C2,1.94E+06
e1,1,07dpi,S3,Com07,S3.07,spfa2,Sphingomonas,C1,1.17E+07
e1,2,07dpi,S3,Com07,S3.07,meL85,Methylobacterium,C0,6.47E+04
e1,2,07dpi,S3,Com07,S3.07,meL92,Methylobacterium,C2,1.94E+06
e1,2,07dpi,S3,Com07,S3.07,spfa2,Sphingomonas,C1,1.29E+07
e1,3,07dpi,S3,Com07,S3.07,meL85,Methylobacterium,C0,1.07E+05
e1,3,07dpi,S3,Com07,S3.07,meL92,Methylobacterium,C2,1.34E+06
e1,3,07dpi,S3,Com07,S3.07,spfa2,Sphingomonas,C1,1.07E+07
e1,4,07dpi,S3,Com07,S3.07,meL85,Methylobacterium,C0,1.89E+05
e1,4,07dpi,S3,Com07,S3.07,meL92,Methylobacterium,C2,1.65E+06
e1,4,07dpi,S3,Com07,S3.07,spfa2,Sphingomonas,C1,1.42E+07
e1,1,07dpi,S3,Com08,S3.08,meL85,Methylobacterium,C0,4.55E+05
e1,1,07dpi,S3,Com08,S3.08,mr01,Methylobacterium,C2,2.84E+07
e1,1,07dpi,S3,Com08,S3.08,spfa2,Sphingomonas,C1,3.79E+07
e1,2,07dpi,S3,Com08,S3.08,meL85,Methylobacterium,C0,1.72E+05
e1,2,07dpi,S3,Com08,S3.08,mr01,Methylobacterium,C2,7.10E+06
e1,2,07dpi,S3,Com08,S3.08,spfa2,Sphingomonas,C1,2.37E+07
e1,3,07dpi,S3,Com08,S3.08,meL85,Methylobacterium,C0,5.81E+04
e1,3,07dpi,S3,Com08,S3.08,mr01,Methylobacterium,C2,2.62E+06
e1,3,07dpi,S3,Com08,S3.08,spfa2,Sphingomonas,C1,1.16E+07
e1,4,07dpi,S3,Com08,S3.08,meL85,Methylobacterium,C0,8.31E+04
e1,4,07dpi,S3,Com08,S3.08,mr01,Methylobacterium,C2,2.33E+06
e1,4,07dpi,S3,Com08,S3.08,spfa2,Sphingomonas,C1,1.16E+07
e1,1,07dpi,S3,Com09,S3.09,meL92,Methylobacterium,C0,1.10E+06
e1,1,07dpi,S3,Com09,S3.09,mr01,Methylobacterium,C2,2.21E+06
e1,1,07dpi,S3,Com09,S3.09,spfa2,Sphingomonas,C1,2.21E+07
e1,2,07dpi,S3,Com09,S3.09,meL92,Methylobacterium,C0,5.83E+05
e1,2,07dpi,S3,Com09,S3.09,mr01,Methylobacterium,C2,5.05E+06
e1,2,07dpi,S3,Com09,S3.09,spfa2,Sphingomonas,C1,2.92E+07
e1,3,07dpi,S3,Com09,S3.09,meL92,Methylobacterium,C0,6.98E+05
e1,3,07dpi,S3,Com09,S3.09,mr01,Methylobacterium,C2,2.09E+06
e1,3,07dpi,S3,Com09,S3.09,spfa2,Sphingomonas,C1,4.19E+06
e1,4,07dpi,S3,Com09,S3.09,meL92,Methylobacterium,C0,9.29E+05
e1,4,07dpi,S3,Com09,S3.09,mr01,Methylobacterium,C2,6.69E+06
e1,4,07dpi,S3,Com09,S3.09,spfa2,Sphingomonas,C1,1.30E+07
e1,1,07dpi,S3,Com10,S3.10,meL85,Methylobacterium,C0,1.17E+06
e1,1,07dpi,S3,Com10,S3.10,meL92,Methylobacterium,C1,4.21E+06
e1,1,07dpi,S3,Com10,S3.10,mr01,Methylobacterium,C2,1.64E+06
e1,2,07dpi,S3,Com10,S3.10,meL85,Methylobacterium,C0,1.58E+05
e1,2,07dpi,S3,Com10,S3.10,meL92,Methylobacterium,C1,2.71E+06
e1,2,07dpi,S3,Com10,S3.10,mr01,Methylobacterium,C2,3.16E+06
e1,3,07dpi,S3,Com10,S3.10,meL85,Methylobacterium,C0,5.75E+05
e1,3,07dpi,S3,Com10,S3.10,meL92,Methylobacterium,C1,1.01E+06
e1,3,07dpi,S3,Com10,S3.10,mr01,Methylobacterium,C2,4.45E+06
e1,4,07dpi,S3,Com10,S3.10,meL85,Methylobacterium,C0,1.12E+05
e1,4,07dpi,S3,Com10,S3.10,meL92,Methylobacterium,C1,7.49E+06
e1,4,07dpi,S3,Com10,S3.10,mr01,Methylobacterium,C2,2.47E+06
e1,1,14dpi,S3,Com01,S3.01,meL85,Methylobacterium,C2,2.72E+06
e1,1,14dpi,S3,Com01,S3.01,smfr1,Sphingomonas,C0,2.88E+07
e1,1,14dpi,S3,Com01,S3.01,spfa2,Sphingomonas,C1,3.36E+07
e1,2,14dpi,S3,Com01,S3.01,meL85,Methylobacterium,C2,3.54E+06
e1,2,14dpi,S3,Com01,S3.01,smfr1,Sphingomonas,C0,1.42E+07
e1,2,14dpi,S3,Com01,S3.01,spfa2,Sphingomonas,C1,2.65E+07
e1,3,14dpi,S3,Com01,S3.01,meL85,Methylobacterium,C2,1.04E+06
e1,3,14dpi,S3,Com01,S3.01,smfr1,Sphingomonas,C0,2.90E+07
e1,3,14dpi,S3,Com01,S3.01,spfa2,Sphingomonas,C1,2.80E+07
e1,4,14dpi,S3,Com01,S3.01,meL85,Methylobacterium,C2,1.63E+06
e1,4,14dpi,S3,Com01,S3.01,smfr1,Sphingomonas,C0,2.09E+07
e1,4,14dpi,S3,Com01,S3.01,spfa2,Sphingomonas,C1,3.13E+07
e1,1,14dpi,S3,Com02,S3.02,meL92,Methylobacterium,C2,4.04E+06
e1,1,14dpi,S3,Com02,S3.02,smfr1,Sphingomonas,C0,2.33E+07
e1,1,14dpi,S3,Com02,S3.02,spfa2,Sphingomonas,C1,3.80E+07
e1,2,14dpi,S3,Com02,S3.02,meL92,Methylobacterium,C2,4.03E+06
e1,2,14dpi,S3,Com02,S3.02,smfr1,Sphingomonas,C0,1.22E+07
e1,2,14dpi,S3,Com02,S3.02,spfa2,Sphingomonas,C1,1.59E+07
e1,3,14dpi,S3,Com02,S3.02,meL92,Methylobacterium,C2,2.68E+06
e1,3,14dpi,S3,Com02,S3.02,smfr1,Sphingomonas,C0,1.59E+07
e1,3,14dpi,S3,Com02,S3.02,spfa2,Sphingomonas,C1,1.29E+07
e1,4,14dpi,S3,Com02,S3.02,meL92,Methylobacterium,C2,3.63E+06
e1,4,14dpi,S3,Com02,S3.02,smfr1,Sphingomonas,C0,1.96E+07
e1,4,14dpi,S3,Com02,S3.02,spfa2,Sphingomonas,C1,2.24E+07
e1,1,14dpi,S3,Com03,S3.03,mr01,Methylobacterium,C2,4.25E+06
e1,1,14dpi,S3,Com03,S3.03,smfr1,Sphingomonas,C0,2.55E+07
e1,1,14dpi,S3,Com03,S3.03,spfa2,Sphingomonas,C1,9.57E+06
e1,2,14dpi,S3,Com03,S3.03,mr01,Methylobacterium,C2,4.45E+06
e1,2,14dpi,S3,Com03,S3.03,smfr1,Sphingomonas,C0,3.13E+07
e1,2,14dpi,S3,Com03,S3.03,spfa2,Sphingomonas,C1,4.12E+07
e1,3,14dpi,S3,Com03,S3.03,mr01,Methylobacterium,C2,7.27E+06
e1,3,14dpi,S3,Com03,S3.03,smfr1,Sphingomonas,C0,2.18E+07
e1,3,14dpi,S3,Com03,S3.03,spfa2,Sphingomonas,C1,1.36E+07
e1,4,14dpi,S3,Com03,S3.03,mr01,Methylobacterium,C2,8.73E+06
e1,4,14dpi,S3,Com03,S3.03,smfr1,Sphingomonas,C0,1.26E+07
e1,4,14dpi,S3,Com03,S3.03,spfa2,Sphingomonas,C1,1.65E+07
e1,1,14dpi,S3,Com04,S3.04,meL85,Methylobacterium,C1,1.75E+06
e1,1,14dpi,S3,Com04,S3.04,meL92,Methylobacterium,C2,1.17E+07
e1,1,14dpi,S3,Com04,S3.04,smfr1,Sphingomonas,C0,1.60E+07
e1,2,14dpi,S3,Com04,S3.04,meL85,Methylobacterium,C1,1.70E+06
e1,2,14dpi,S3,Com04,S3.04,meL92,Methylobacterium,C2,8.49E+06
e1,2,14dpi,S3,Com04,S3.04,smfr1,Sphingomonas,C0,2.30E+07
e1,3,14dpi,S3,Com04,S3.04,meL85,Methylobacterium,C1,1.48E+06
e1,3,14dpi,S3,Com04,S3.04,meL92,Methylobacterium,C2,6.84E+06
e1,3,14dpi,S3,Com04,S3.04,smfr1,Sphingomonas,C0,2.51E+07
e1,4,14dpi,S3,Com04,S3.04,meL85,Methylobacterium,C1,1.16E+06
e1,4,14dpi,S3,Com04,S3.04,meL92,Methylobacterium,C2,6.77E+06
e1,4,14dpi,S3,Com04,S3.04,smfr1,Sphingomonas,C0,1.45E+07
e1,1,14dpi,S3,Com05,S3.05,meL85,Methylobacterium,C1,6.83E+05
e1,1,14dpi,S3,Com05,S3.05,mr01,Methylobacterium,C2,8.98E+06
e1,1,14dpi,S3,Com05,S3.05,smfr1,Sphingomonas,C0,8.09E+06
e1,2,14dpi,S3,Com05,S3.05,meL85,Methylobacterium,C1,6.61E+05
e1,2,14dpi,S3,Com05,S3.05,mr01,Methylobacterium,C2,8.62E+06
e1,2,14dpi,S3,Com05,S3.05,smfr1,Sphingomonas,C0,1.05E+07
e1,3,14dpi,S3,Com05,S3.05,meL85,Methylobacterium,C1,4.86E+05
e1,3,14dpi,S3,Com05,S3.05,mr01,Methylobacterium,C2,1.05E+07
e1,3,14dpi,S3,Com05,S3.05,smfr1,Sphingomonas,C0,6.48E+06
e1,4,14dpi,S3,Com05,S3.05,meL85,Methylobacterium,C1,3.68E+05
e1,4,14dpi,S3,Com05,S3.05,mr01,Methylobacterium,C2,5.62E+06
e1,4,14dpi,S3,Com05,S3.05,smfr1,Sphingomonas,C0,1.74E+07
e1,1,14dpi,S3,Com06,S3.06,meL92,Methylobacterium,C1,3.52E+07
e1,1,14dpi,S3,Com06,S3.06,mr01,Methylobacterium,C2,5.51E+06
e1,1,14dpi,S3,Com06,S3.06,smfr1,Sphingomonas,C0,2.86E+07
e1,2,14dpi,S3,Com06,S3.06,meL92,Methylobacterium,C1,5.18E+07
e1,2,14dpi,S3,Com06,S3.06,mr01,Methylobacterium,C2,3.04E+06
e1,2,14dpi,S3,Com06,S3.06,smfr1,Sphingomonas,C0,2.32E+07
e1,3,14dpi,S3,Com06,S3.06,meL92,Methylobacterium,C1,
e1,3,14dpi,S3,Com06,S3.06,mr01,Methylobacterium,C2,6.35E+06
e1,3,14dpi,S3,Com06,S3.06,smfr1,Sphingomonas,C0,1.65E+07
e1,4,14dpi,S3,Com06,S3.06,meL92,Methylobacterium,C1,2.14E+07
e1,4,14dpi,S3,Com06,S3.06,mr01,Methylobacterium,C2,1.26E+07
e1,4,14dpi,S3,Com06,S3.06,smfr1,Sphingomonas,C0,2.64E+07
e1,1,14dpi,S3,Com07,S3.07,meL85,Methylobacterium,C0,9.94E+04
e1,1,14dpi,S3,Com07,S3.07,meL92,Methylobacterium,C2,3.55E+06
e1,1,14dpi,S3,Com07,S3.07,spfa2,Sphingomonas,C1,1.42E+07
e1,2,14dpi,S3,Com07,S3.07,meL85,Methylobacterium,C0,2.12E+06
e1,2,14dpi,S3,Com07,S3.07,meL92,Methylobacterium,C2,4.44E+06
e1,2,14dpi,S3,Com07,S3.07,spfa2,Sphingomonas,C1,3.17E+07
e1,3,14dpi,S3,Com07,S3.07,meL85,Methylobacterium,C0,2.24E+05
